ID,mag_name,completeness,contamination,assembly_type,link_to_assembly,GTDB_version,domain,phylum,class,order,family,genus,species,host_species,closest_placement_ani,size,GC,N50,contigs,number_genes,cazy_hits,pfam_hits,kegg_hits,number_unannotated_genes,percent_unannotated_genes,DM_batch,closest_placement_af,fastani_ani,MAG_url,AB_batch,taxonomy_level,DM_batch 2,sample_type,anno_url,gbk_url,kegg_url,dereplicated_old,annotated,dereplicated,coding_density,host_order,host_class,percent_unannotated_kegg
EHM079273,EHA05415_bin.129.fa,74.77,0.62,Coassembly,EHA05415,2.3.0,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__Paludibacteraceae,g__RGIG9608,s__,Vombatus ursinus,0.00,1430495,38.00%,14179,170,1311,53,1311,646,0,,DMB0179,0.00,0.00,https://sid.erda.dk/share_redirect/BaMZodj9sA/MAG/ABB0616/EHA05415_bin.129.fa.gz,ABB0616,Genus,,Faecal,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM079273_anno.tsv.gz,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM079273.gbk.gz,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM079273_kegg.tsv.gz,false,true,DMB0179,0.93,Diprotodontia,Mammalia,50.7
EHM079274,EHA05415_bin.13.fa,95.56,1.24,Coassembly,EHA05415,2.3.0,d__Bacteria,p__Spirochaetota,c__UBA4802,o__UBA4802,f__UBA5550,g__,s__,Vombatus ursinus,75.82,2070487,40.00%,10232,267,1895,36,1895,902,0,,DMB0179,0.03,0.00,https://sid.erda.dk/share_redirect/BaMZodj9sA/MAG/ABB0616/EHA05415_bin.13.fa.gz,ABB0616,Family,,Faecal,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM079274_anno.tsv.gz,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM079274.gbk.gz,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM079274_kegg.tsv.gz,false,true,DMB0179,0.91,Diprotodontia,Mammalia,52.4
EHM079275,EHA05415_bin.130.fa,80.02,0.59,Coassembly,EHA05415,2.3.0,d__Bacteria,p__Spirochaetota,c__Spirochaetia,o__Treponematales,f__Treponemataceae,g__RGIG1711,s__,Vombatus ursinus,78.05,1851984,35.00%,22392,139,1649,29,1649,786,0,,DMB0179,0.28,0.00,https://sid.erda.dk/share_redirect/BaMZodj9sA/MAG/ABB0616/EHA05415_bin.130.fa.gz,ABB0616,Genus,,Faecal,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM079275_anno.tsv.gz,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM079275.gbk.gz,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM079275_kegg.tsv.gz,false,true,DMB0179,0.90,Diprotodontia,Mammalia,52.3
EHM079276,EHA05415_bin.131.fa,79.16,1.48,Coassembly,EHA05415,2.3.0,d__Bacteria,p__Spirochaetota,c__Spirochaetia,o__Treponematales,f__Treponemataceae,g__RGIG1711,s__,Vombatus ursinus,77.96,2164678,35.00%,22513,151,1912,50,1912,822,0,,DMB0179,0.25,0.00,https://sid.erda.dk/share_redirect/BaMZodj9sA/MAG/ABB0616/EHA05415_bin.131.fa.gz,ABB0616,Genus,,Faecal,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM079276_anno.tsv.gz,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM079276.gbk.gz,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM079276_kegg.tsv.gz,false,true,DMB0179,0.89,Diprotodontia,Mammalia,57.0
EHM079277,EHA05415_bin.132.fa,93.77,0.14,Coassembly,EHA05415,2.3.0,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__UBA932,g__Coprenecus,s__,Vombatus ursinus,0.00,1816895,39.00%,137884,34,1494,36,1494,844,0,,DMB0179,0.00,0.00,https://sid.erda.dk/share_redirect/BaMZodj9sA/MAG/ABB0616/EHA05415_bin.132.fa.gz,ABB0616,Genus,,Faecal,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM079277_anno.tsv.gz,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM079277.gbk.gz,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM079277_kegg.tsv.gz,false,true,DMB0179,0.95,Diprotodontia,Mammalia,43.5
EHM079278,EHA05415_bin.133.fa,65.52,0.06,Coassembly,EHA05415,2.3.0,d__Bacteria,p__Spirochaetota,c__Spirochaetia,o__Treponematales,f__Treponemataceae,g__Treponema_D,s__,Vombatus ursinus,0.00,1656412,32.00%,18093,152,1495,36,1495,625,0,,DMB0179,0.00,0.00,https://sid.erda.dk/share_redirect/BaMZodj9sA/MAG/ABB0616/EHA05415_bin.133.fa.gz,ABB0616,Genus,,Faecal,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM079278_anno.tsv.gz,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM079278.gbk.gz,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM079278_kegg.tsv.gz,false,true,DMB0179,0.91,Diprotodontia,Mammalia,58.2
EHM079279,EHA05415_bin.134.fa,94.21,3.27,Coassembly,EHA05415,2.3.0,d__Bacteria,p__Spirochaetota,c__Spirochaetia,o__Treponematales,f__Treponemataceae,g__Treponema_D,s__,Vombatus ursinus,0.00,2321275,35.00%,40717,81,1918,56,1918,915,0,,DMB0179,0.00,0.00,https://sid.erda.dk/share_redirect/BaMZodj9sA/MAG/ABB0616/EHA05415_bin.134.fa.gz,ABB0616,Genus,,Faecal,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM079279_anno.tsv.gz,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM079279.gbk.gz,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM079279_kegg.tsv.gz,false,true,DMB0179,0.87,Diprotodontia,Mammalia,52.3
EHM079280,EHA05415_bin.135.fa,84.66,5.26,Coassembly,EHA05415,2.3.0,d__Bacteria,p__Verrucomicrobiota,c__Kiritimatiellia,o__RFP12,f__UBA1067,g__RUG572,s__,Vombatus ursinus,0.00,2886907,54.00%,8493,467,2251,133,2251,808,0,,DMB0179,0.00,0.00,https://sid.erda.dk/share_redirect/BaMZodj9sA/MAG/ABB0616/EHA05415_bin.135.fa.gz,ABB0616,Genus,,Faecal,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM079280_anno.tsv.gz,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM079280.gbk.gz,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM079280_kegg.tsv.gz,false,true,DMB0179,0.90,Diprotodontia,Mammalia,64.1
EHM079281,EHA05415_bin.136.fa,86.84,6.07,Coassembly,EHA05415,2.3.0,d__Bacteria,p__Verrucomicrobiota,c__Kiritimatiellia,o__RFP12,f__UBA1067,g__RUG572,s__,Vombatus ursinus,0.00,1939432,54.00%,17608,166,1627,101,1627,775,0,,DMB0179,0.00,0.00,https://sid.erda.dk/share_redirect/BaMZodj9sA/MAG/ABB0616/EHA05415_bin.136.fa.gz,ABB0616,Genus,,Faecal,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM079281_anno.tsv.gz,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM079281.gbk.gz,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM079281_kegg.tsv.gz,false,true,DMB0179,0.92,Diprotodontia,Mammalia,52.4
EHM079282,EHA05415_bin.137.fa,89.71,1.15,Coassembly,EHA05415,2.3.0,d__Bacteria,p__Verrucomicrobiota,c__Kiritimatiellia,o__RFP12,f__UBA1067,g__RUG572,s__,Vombatus ursinus,0.00,1895110,52.00%,23222,144,1571,62,1571,684,0,,DMB0179,0.00,0.00,https://sid.erda.dk/share_redirect/BaMZodj9sA/MAG/ABB0616/EHA05415_bin.137.fa.gz,ABB0616,Genus,,Faecal,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM079282_anno.tsv.gz,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM079282.gbk.gz,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM079282_kegg.tsv.gz,false,true,DMB0179,0.92,Diprotodontia,Mammalia,56.5
EHM079283,EHA05415_bin.138.fa,71.09,0.27,Coassembly,EHA05415,2.3.0,d__Bacteria,p__Verrucomicrobiota,c__Kiritimatiellia,o__RFP12,f__UBA1067,g__RUG572,s__,Vombatus ursinus,0.00,1886007,56.00%,21412,142,1492,101,1492,620,0,,DMB0179,0.00,0.00,https://sid.erda.dk/share_redirect/BaMZodj9sA/MAG/ABB0616/EHA05415_bin.138.fa.gz,ABB0616,Genus,,Faecal,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM079283_anno.tsv.gz,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM079283.gbk.gz,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM079283_kegg.tsv.gz,false,true,DMB0179,0.93,Diprotodontia,Mammalia,58.4
EHM079284,EHA05415_bin.139.fa,59.43,1.16,Coassembly,EHA05415,2.3.0,d__Bacteria,p__Verrucomicrobiota,c__Kiritimatiellia,o__RFP12,f__UBA1067,g__RUG572,s__,Vombatus ursinus,0.00,2007035,54.00%,10124,275,1577,96,1577,603,0,,DMB0179,0.00,0.00,https://sid.erda.dk/share_redirect/BaMZodj9sA/MAG/ABB0616/EHA05415_bin.139.fa.gz,ABB0616,Genus,,Faecal,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM079284_anno.tsv.gz,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM079284.gbk.gz,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM079284_kegg.tsv.gz,false,true,DMB0179,0.90,Diprotodontia,Mammalia,61.8
EHM079285,EHA05415_bin.14.fa,80.60,2.51,Coassembly,EHA05415,2.3.0,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Christensenellales,f__CAG-74,g__CAKUFI01,s__,Vombatus ursinus,0.00,2522853,59.00%,6402,464,2424,111,2424,992,0,,DMB0179,0.00,0.00,https://sid.erda.dk/share_redirect/BaMZodj9sA/MAG/ABB0616/EHA05415_bin.14.fa.gz,ABB0616,Genus,,Faecal,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM079285_anno.tsv.gz,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM079285.gbk.gz,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM079285_kegg.tsv.gz,false,true,DMB0179,0.91,Diprotodontia,Mammalia,59.1
EHM079286,EHA05415_bin.140.fa,86.47,1.43,Coassembly,EHA05415,2.3.0,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__UBA932,g__Cryptobacteroides,s__,Vombatus ursinus,78.11,1429968,39.00%,18121,114,1251,51,1251,638,0,,DMB0179,0.05,0.00,https://sid.erda.dk/share_redirect/BaMZodj9sA/MAG/ABB0616/EHA05415_bin.140.fa.gz,ABB0616,Genus,,Faecal,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM079286_anno.tsv.gz,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM079286.gbk.gz,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM079286_kegg.tsv.gz,false,true,DMB0179,0.94,Diprotodontia,Mammalia,49.0
EHM079287,EHA05415_bin.141.fa,79.12,4.02,Coassembly,EHA05415,2.3.0,d__Bacteria,p__Spirochaetota,c__Spirochaetia,o__Treponematales,f__Treponemataceae,g__Treponema_D,s__,Vombatus ursinus,82.97,1989852,31.00%,59582,57,1731,64,1731,841,0,,DMB0179,0.64,0.00,https://sid.erda.dk/share_redirect/BaMZodj9sA/MAG/ABB0616/EHA05415_bin.141.fa.gz,ABB0616,Genus,,Faecal,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM079287_anno.tsv.gz,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM079287.gbk.gz,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM079287_kegg.tsv.gz,false,true,DMB0179,0.93,Diprotodontia,Mammalia,51.4
EHM079288,EHA05415_bin.142.fa,93.62,1.51,Coassembly,EHA05415,2.3.0,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Oscillospirales,f__CAG-272,g__UMGS1696,s__,Vombatus ursinus,0.00,2721422,46.00%,19477,237,2269,144,2268,948,1,0.0,DMB0179,0.00,0.00,https://sid.erda.dk/share_redirect/BaMZodj9sA/MAG/ABB0616/EHA05415_bin.142.fa.gz,ABB0616,Genus,,Faecal,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM079288_anno.tsv.gz,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM079288.gbk.gz,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM079288_kegg.tsv.gz,false,true,DMB0179,0.84,Diprotodontia,Mammalia,58.2
EHM079289,EHA05415_bin.143.fa,93.88,1.18,Coassembly,EHA05415,2.3.0,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Oscillospirales,f__CAG-272,g__UMGS1696,s__,Vombatus ursinus,78.28,2561693,44.00%,55977,83,2260,136,2259,966,1,0.0,DMB0179,0.18,0.00,https://sid.erda.dk/share_redirect/BaMZodj9sA/MAG/ABB0616/EHA05415_bin.143.fa.gz,ABB0616,Genus,,Faecal,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM079289_anno.tsv.gz,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM079289.gbk.gz,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM079289_kegg.tsv.gz,false,true,DMB0179,0.89,Diprotodontia,Mammalia,57.3
EHM079290,EHA05415_bin.144.fa,82.19,4.51,Coassembly,EHA05415,2.3.0,d__Bacteria,p__Bacillota_A,c__Clostridia,o__TANB77,f__CAG-508,g__CAG-492,s__,Vombatus ursinus,80.38,1330841,27.00%,54069,31,1348,32,1346,559,2,0.1,DMB0179,0.50,0.00,https://sid.erda.dk/share_redirect/BaMZodj9sA/MAG/ABB0616/EHA05415_bin.144.fa.gz,ABB0616,Genus,,Faecal,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM079290_anno.tsv.gz,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM079290.gbk.gz,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM079290_kegg.tsv.gz,false,true,DMB0179,0.87,Diprotodontia,Mammalia,58.5
EHM079291,EHA05415_bin.147.fa,75.80,0.46,Coassembly,EHA05415,2.3.0,d__Bacteria,p__Bacillota_A,c__Clostridia,o__TANB77,f__CAG-508,g__CAG-492,s__,Vombatus ursinus,0.00,1386298,57.00%,38411,54,904,27,904,445,0,,DMB0179,0.00,0.00,https://sid.erda.dk/share_redirect/BaMZodj9sA/MAG/ABB0616/EHA05415_bin.147.fa.gz,ABB0616,Genus,,Faecal,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM079291_anno.tsv.gz,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM079291.gbk.gz,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM079291_kegg.tsv.gz,false,true,DMB0179,0.89,Diprotodontia,Mammalia,50.8
EHM079292,EHA05415_bin.148.fa,72.75,1.96,Coassembly,EHA05415,2.3.0,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Oscillospirales,f__CAG-272,g__RGIG2000,s__,Vombatus ursinus,0.00,969039,27.00%,34678,35,1435,65,1435,755,0,,DMB0179,0.00,0.00,https://sid.erda.dk/share_redirect/BaMZodj9sA/MAG/ABB0616/EHA05415_bin.148.fa.gz,ABB0616,Genus,,Faecal,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM079292_anno.tsv.gz,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM079292.gbk.gz,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM079292_kegg.tsv.gz,false,true,DMB0179,0.87,Diprotodontia,Mammalia,47.4
EHM079293,EHA05415_bin.149.fa,98.61,0.01,Coassembly,EHA05415,2.3.0,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__UBA932,g__Cryptobacteroides,s__,Vombatus ursinus,0.00,1574815,38.00%,140504,45,2061,70,2061,809,0,,DMB0179,0.00,0.00,https://sid.erda.dk/share_redirect/BaMZodj9sA/MAG/ABB0616/EHA05415_bin.149.fa.gz,ABB0616,Genus,,Faecal,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM079293_anno.tsv.gz,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM079293.gbk.gz,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM079293_kegg.tsv.gz,false,true,DMB0179,0.90,Diprotodontia,Mammalia,60.7
EHM079294,EHA05415_bin.15.fa,97.10,0.95,Coassembly,EHA05415,2.3.0,d__Bacteria,p__Bacillota,c__Bacilli,o__RFN20,f__CAG-826,g__RUG14515,s__,Vombatus ursinus,0.00,2356317,50.00%,82397,81,813,16,813,467,0,,DMB0179,0.00,0.00,https://sid.erda.dk/share_redirect/BaMZodj9sA/MAG/ABB0616/EHA05415_bin.15.fa.gz,ABB0616,Genus,,Faecal,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM079294_anno.tsv.gz,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM079294.gbk.gz,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM079294_kegg.tsv.gz,false,true,DMB0179,0.92,Diprotodontia,Mammalia,42.6
EHM079295,EHA05415_bin.150.fa,96.21,1.09,Coassembly,EHA05415,2.3.0,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Oscillospirales,f__Oscillospiraceae,g__,s__,Vombatus ursinus,0.00,902225,34.00%,570325,14,1430,28,1429,824,1,0.1,DMB0179,0.00,0.00,https://sid.erda.dk/share_redirect/BaMZodj9sA/MAG/ABB0616/EHA05415_bin.150.fa.gz,ABB0616,Family,,Faecal,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM079295_anno.tsv.gz,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM079295.gbk.gz,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM079295_kegg.tsv.gz,false,true,DMB0179,0.92,Diprotodontia,Mammalia,42.4
EHM079296,EHA05415_bin.151.fa,89.43,0.26,Coassembly,EHA05415,2.3.0,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Oscillospirales,f__Oscillospiraceae,g__Limivicinus,s__,Vombatus ursinus,0.00,1530131,51.00%,97725,31,1477,32,1477,770,0,,DMB0179,0.00,0.00,https://sid.erda.dk/share_redirect/BaMZodj9sA/MAG/ABB0616/EHA05415_bin.151.fa.gz,ABB0616,Genus,,Faecal,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM079296_anno.tsv.gz,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM079296.gbk.gz,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM079296_kegg.tsv.gz,false,true,DMB0179,0.91,Diprotodontia,Mammalia,47.9
EHM079297,EHA05415_bin.152.fa,78.11,0.41,Coassembly,EHA05415,2.3.0,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Oscillospirales,f__Oscillospiraceae,g__,s__,Vombatus ursinus,0.00,1549582,53.00%,39921,64,1540,27,1540,832,0,,DMB0179,0.00,0.00,https://sid.erda.dk/share_redirect/BaMZodj9sA/MAG/ABB0616/EHA05415_bin.152.fa.gz,ABB0616,Family,,Faecal,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM079297_anno.tsv.gz,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM079297.gbk.gz,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM079297_kegg.tsv.gz,false,true,DMB0179,0.91,Diprotodontia,Mammalia,46.0
EHM079298,EHA05415_bin.153.fa,95.75,0.68,Coassembly,EHA05415,2.3.0,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Christensenellales,f__CAG-138,g__SFEL01,s__,Vombatus ursinus,0.00,1638656,48.00%,83204,27,2134,23,2133,1069,1,0.0,DMB0179,0.00,0.00,https://sid.erda.dk/share_redirect/BaMZodj9sA/MAG/ABB0616/EHA05415_bin.153.fa.gz,ABB0616,Genus,,Faecal,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM079298_anno.tsv.gz,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM079298.gbk.gz,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM079298_kegg.tsv.gz,false,true,DMB0179,0.89,Diprotodontia,Mammalia,49.9
EHM079299,EHA05415_bin.154.fa,97.35,0.07,Coassembly,EHA05415,2.3.0,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Oscillospirales,f__Oscillospiraceae,g__Limivicinus,s__,Vombatus ursinus,0.00,2261188,51.00%,77756,40,1406,26,1406,736,0,,DMB0179,0.00,0.00,https://sid.erda.dk/share_redirect/BaMZodj9sA/MAG/ABB0616/EHA05415_bin.154.fa.gz,ABB0616,Genus,,Faecal,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM079299_anno.tsv.gz,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM079299.gbk.gz,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM079299_kegg.tsv.gz,false,true,DMB0179,0.87,Diprotodontia,Mammalia,47.7
EHM079300,EHA05415_bin.155.fa,76.34,0.11,Coassembly,EHA05415,2.3.0,d__Bacteria,p__Bacillota_A,c__Clostridia,o__TANB77,f__UBA1234,g__,s__,Vombatus ursinus,0.00,1433388,52.00%,33439,60,1056,31,1056,477,0,,DMB0179,0.00,0.00,https://sid.erda.dk/share_redirect/BaMZodj9sA/MAG/ABB0616/EHA05415_bin.155.fa.gz,ABB0616,Family,,Faecal,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM079300_anno.tsv.gz,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM079300.gbk.gz,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM079300_kegg.tsv.gz,false,true,DMB0179,0.92,Diprotodontia,Mammalia,54.8
EHM079301,EHA05415_bin.156.fa,89.11,0.00,Coassembly,EHA05415,2.3.0,d__Bacteria,p__Verrucomicrobiota,c__Kiritimatiellia,o__RFP12,f__UBA1067,g__RGIG6720,s__,Vombatus ursinus,77.51,1056824,33.00%,21705,64,1619,81,1619,665,0,,DMB0179,0.24,0.00,https://sid.erda.dk/share_redirect/BaMZodj9sA/MAG/ABB0616/EHA05415_bin.156.fa.gz,ABB0616,Genus,,Faecal,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM079301_anno.tsv.gz,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM079301.gbk.gz,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM079301_kegg.tsv.gz,false,true,DMB0179,0.89,Diprotodontia,Mammalia,58.9
EHM079302,EHA05415_bin.157.fa,82.63,2.51,Coassembly,EHA05415,2.3.0,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Christensenellales,f__UBA1242,g__UBA11490,s__,Vombatus ursinus,0.00,1914116,58.00%,9547,262,769,12,769,358,0,,DMB0179,0.00,0.00,https://sid.erda.dk/share_redirect/BaMZodj9sA/MAG/ABB0616/EHA05415_bin.157.fa.gz,ABB0616,Genus,,Faecal,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM079302_anno.tsv.gz,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM079302.gbk.gz,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM079302_kegg.tsv.gz,false,true,DMB0179,0.92,Diprotodontia,Mammalia,53.4
EHM079303,EHA05415_bin.158.fa,72.87,0.70,Coassembly,EHA05415,2.3.0,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Christensenellales,f__UBA1242,g__UBA11490,s__,Vombatus ursinus,78.41,914564,33.00%,16025,74,876,17,876,415,0,,DMB0179,0.26,0.00,https://sid.erda.dk/share_redirect/BaMZodj9sA/MAG/ABB0616/EHA05415_bin.158.fa.gz,ABB0616,Genus,,Faecal,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM079303_anno.tsv.gz,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM079303.gbk.gz,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM079303_kegg.tsv.gz,false,true,DMB0179,0.89,Diprotodontia,Mammalia,52.6
EHM079304,EHA05415_bin.159.fa,87.39,0.34,Coassembly,EHA05415,2.3.0,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Oscillospirales,f__Acutalibacteraceae,g__CAG-177,s__,Vombatus ursinus,0.00,1051400,34.00%,55976,30,1563,66,1563,756,0,,DMB0179,0.00,0.00,https://sid.erda.dk/share_redirect/BaMZodj9sA/MAG/ABB0616/EHA05415_bin.159.fa.gz,ABB0616,Genus,,Faecal,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM079304_anno.tsv.gz,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM079304.gbk.gz,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM079304_kegg.tsv.gz,false,true,DMB0179,0.88,Diprotodontia,Mammalia,51.6
EHM079305,EHA05415_bin.16.fa,90.33,2.13,Coassembly,EHA05415,2.3.0,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__Tenuifilaceae,g__RGIG6076,s__,Vombatus ursinus,0.00,1824918,43.00%,34154,76,2242,60,2242,991,0,,DMB0179,0.00,0.00,https://sid.erda.dk/share_redirect/BaMZodj9sA/MAG/ABB0616/EHA05415_bin.16.fa.gz,ABB0616,Genus,,Faecal,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM079305_anno.tsv.gz,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM079305.gbk.gz,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM079305_kegg.tsv.gz,false,true,DMB0179,0.90,Diprotodontia,Mammalia,55.8
EHM079306,EHA05415_bin.160.fa,96.72,0.20,Coassembly,EHA05415,2.3.0,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Oscillospirales,f__Acutalibacteraceae,g__RUG806,s__,Vombatus ursinus,0.00,2795473,39.00%,66232,87,2160,100,2160,909,0,,DMB0179,0.00,0.00,https://sid.erda.dk/share_redirect/BaMZodj9sA/MAG/ABB0616/EHA05415_bin.160.fa.gz,ABB0616,Genus,,Faecal,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM079306_anno.tsv.gz,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM079306.gbk.gz,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM079306_kegg.tsv.gz,false,true,DMB0179,0.90,Diprotodontia,Mammalia,57.9
