user_genome	classification	fastani_reference	fastani_reference_radius	fastani_taxonomy	fastani_ani	fastani_af	closest_placement_reference	closest_placement_radius	closest_placement_taxonomy	closest_placement_ani	closest_placement_af	pplacer_taxonomy	classification_method	note	other_related_references(genome_id,species_name,radius,ANI,AF)	msa_percent	translation_table	red_value	warnings
EHA05391_bin.397.fa	d__Bacteria;p__Fibrobacterota;c__Fibrobacteria;o__Fibrobacterales;f__Fibrobacteraceae;g__Fibrobacter;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Fibrobacterota;c__Fibrobacteria;o__Fibrobacterales;f__Fibrobacteraceae;g__Fibrobacter;s__	ANI	classification based on placement in class-level tree	GCA_902795385.1, s__Fibrobacter succinogenes_P, 95.0, 79.05, 0.063; GCA_024398875.1, s__Fibrobacter sp024398875, 95.0, 78.99, 0.084; GCA_002382975.1, s__Fibrobacter sp002382975, 95.0, 78.4, 0.061; GCF_002210425.1, s__Fibrobacter elongatus, 95.0, 78.36, 0.091; GCA_002395745.1, s__Fibrobacter sp002395745, 95.0, 78.34, 0.059; GCA_902781185.1, s__Fibrobacter succinogenes_G, 95.0, 78.34, 0.084; GCF_900142535.1, s__Fibrobacter sp900142535, 95.0, 78.22, 0.085; GCF_003149045.1, s__Fibrobacter sp003149045, 95.0, 78.22, 0.089; GCF_900141705.1, s__Fibrobacter sp900141705, 95.0, 78.2, 0.077; GCA_024399015.1, s__Fibrobacter sp024399015, 95.0, 78.18, 0.089; GCF_002210345.1, s__Fibrobacter sp002210345, 95.0, 78.15, 0.086; GCA_024398835.1, s__Fibrobacter sp024398835, 95.0, 78.06, 0.092; GCF_900142475.1, s__Fibrobacter sp900142475, 95.0, 78.03, 0.075; GCA_002449765.1, s__Fibrobacter sp002449765, 95.0, 77.96, 0.062; GCA_024399065.1, s__Fibrobacter sp024399065, 95.0, 77.94, 0.086; GCA_024398935.1, s__Fibrobacter sp024398935, 95.0, 77.94, 0.061; GCA_002394865.1, s__Fibrobacter sp002394865, 95.0, 77.92, 0.107; GCF_900215325.1, s__Fibrobacter sp900215325, 95.0, 77.9, 0.105; GCF_900177705.1, s__Fibrobacter sp900177705, 95.0, 77.9, 0.083; GCA_024398965.1, s__Fibrobacter sp024398965, 95.0, 77.86, 0.079; GCF_000146505.1, s__Fibrobacter succinogenes, 95.0, 77.84, 0.1; GCF_900142465.1, s__Fibrobacter sp900142465, 95.0, 77.83, 0.085; GCA_017551775.1, s__Fibrobacter sp017551775, 95.0, 77.82, 0.061; GCF_002210285.1, s__Fibrobacter sp002210285, 95.0, 77.82, 0.074; GCA_902768325.1, s__Fibrobacter succinogenes_A, 95.0, 77.8, 0.058; GCF_002210295.1, s__Fibrobacter sp002210295, 95.0, 77.78, 0.089; GCA_934699585.1, s__Fibrobacter sp934699585, 95.0, 77.78, 0.066; GCA_902779965.1, s__Fibrobacter succinogenes_F, 95.0, 77.77, 0.098; GCF_900143055.1, s__Fibrobacter sp900143055, 95.0, 77.77, 0.078; GCF_900142545.1, s__Fibrobacter sp900142545, 95.0, 77.76, 0.089; GCA_024398845.1, s__Fibrobacter sp024398845, 95.0, 77.66, 0.13; GCA_024398995.1, s__Fibrobacter sp024398995, 95.0, 77.65, 0.073; GCF_900177805.1, s__Fibrobacter sp900177805, 95.0, 77.64, 0.103; GCA_017642335.1, s__Fibrobacter sp017642335, 95.0, 77.61, 0.118; GCA_902767785.1, s__Fibrobacter succinogenes_D, 95.0, 77.57, 0.061; GCA_017503015.1, s__Fibrobacter sp017503015, 95.0, 77.56, 0.07; GCA_024398955.1, s__Fibrobacter sp024398955, 95.0, 77.56, 0.067; GCA_902771595.1, s__Fibrobacter succinogenes_C, 95.0, 77.55, 0.052; GCA_024399035.1, s__Fibrobacter sp024399035, 95.0, 77.53, 0.076; GCF_900143015.1, s__Fibrobacter sp900143015, 95.0, 77.47, 0.12; GCA_902768715.1, s__Fibrobacter succinogenes_L, 95.0, 77.46, 0.063; GCA_001603905.1, s__Fibrobacter sp001603905, 95.0, 77.45, 0.055; GCA_017545445.1, s__Fibrobacter sp017545445, 95.0, 77.45, 0.103; GCA_024398815.1, s__Fibrobacter sp024398815, 95.0, 77.41, 0.101; GCA_900316465.1, s__Fibrobacter sp900316465, 95.0, 77.38, 0.088; GCA_017475045.1, s__Fibrobacter sp017475045, 95.0, 77.31, 0.068; GCA_902756345.1, s__Fibrobacter sp900142495, 95.0, 77.29, 0.079; GCA_902762795.1, s__Fibrobacter succinogenes_E, 95.0, 77.29, 0.092; GCA_021443045.1, s__Fibrobacter sp021443045, 95.0, 77.24, 0.079; GCA_902800815.1, s__Fibrobacter succinogenes_B, 95.0, 77.14, 0.065; GCA_902791475.1, s__Fibrobacter succinogenes_J, 95.0, 77.09, 0.088; GCA_017649565.1, s__Fibrobacter sp017649565, 95.0, 77.07, 0.108; GCA_017965445.1, s__Fibrobacter sp017965445, 95.0, 77.05, 0.078; GCA_016295375.1, s__Fibrobacter sp016295375, 95.0, 77.02, 0.062; GCA_902779055.1, s__Fibrobacter succinogenes_K, 95.0, 77.0, 0.089; GCA_017412605.1, s__Fibrobacter sp017412605, 95.0, 76.99, 0.122; GCA_902776765.1, s__Fibrobacter succinogenes_N, 95.0, 76.98, 0.091; GCA_017550445.1, s__Fibrobacter sp017550445, 95.0, 76.91, 0.067; GCA_016285835.1, s__Fibrobacter sp016285835, 95.0, 76.87, 0.116; GCA_900313675.1, s__Fibrobacter sp900313675, 95.0, 76.79, 0.059; GCA_902761355.1, s__Fibrobacter succinogenes_M, 95.0, 76.78, 0.076; GCA_017526585.1, s__Fibrobacter sp017526585, 95.0, 76.75, 0.058; GCA_902762305.1, s__Fibrobacter succinogenes_I, 95.0, 76.7, 0.054; GCA_902800345.1, s__Fibrobacter succinogenes_H, 95.0, 76.68, 0.073; GCA_902799745.1, s__Fibrobacter succinogenes_Q, 95.0, 76.6, 0.071; GCA_017520105.1, s__Fibrobacter sp017520105, 95.0, 76.56, 0.082; GCA_002391195.1, s__Fibrobacter sp002391195, 95.0, 76.5, 0.058; GCA_021443065.1, s__Fibrobacter sp021443065, 95.0, 76.45, 0.048; GCA_902794535.1, s__Fibrobacter succinogenes_O, 95.0, 76.39, 0.092; GCA_017530965.1, s__Fibrobacter sp017530965, 95.0, 75.88, 0.063; GCA_017615055.1, s__Fibrobacter sp017615055, 95.0, 75.77, 0.051	81.25	11	0.96026	N/A
EHA05391_bin.398.fa	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__UBA866;s__	N/A	N/A	N/A	N/A	N/A	GCA_002295325.1	95.0	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__UBA866;s__UBA866 sp002295325	76.66	0.017	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__UBA866;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	GCA_022791945.1, s__UBA866 sp022791945, 95.0, 77.08, 0.149; GCF_016901855.1, s__UBA866 sp016901855, 95.0, 77.05, 0.039; GCA_944386285.1, s__UBA866 sp944386285, 95.0, 76.74, 0.046; GCA_904384225.1, s__UBA866 sp904384225, 95.0, 76.57, 0.043; GCA_900543295.1, s__UBA866 sp900543295, 95.0, 76.51, 0.05	94.64	11	0.87633	N/A
EHA05391_bin.40.fa	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__CAG-382;g__UMGS882;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__CAG-382;g__UMGS882;s__	ANI	classification based on placement in class-level tree	GCA_016286245.1, s__UMGS882 sp016286245, 95.0, 77.9, 0.059; GCA_017613815.1, s__UMGS882 sp017613815, 95.0, 77.73, 0.051; GCA_934444645.1, s__UMGS882 sp934444645, 95.0, 77.38, 0.087; GCA_934479825.1, s__UMGS882 sp934479825, 95.0, 77.19, 0.085; GCA_900757905.1, s__UMGS882 sp900757905, 95.0, 77.14, 0.074; GCA_003343885.1, s__UMGS882 sp003343885, 95.0, 76.92, 0.122; GCA_900546385.1, s__UMGS882 sp900546385, 95.0, 76.58, 0.076; GCA_905235695.1, s__UMGS882 sp905235695, 95.0, 76.4, 0.079; GCA_017959195.1, s__UMGS882 sp017959195, 95.0, 75.57, 0.053	77.8	11	0.95139	N/A
EHA05391_bin.400.fa	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Tannerellaceae;g__Parabacteroides;s__	N/A	N/A	N/A	N/A	N/A	GCA_910577325.1	95.0	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Tannerellaceae;g__Parabacteroides;s__Parabacteroides sp910577325	78.8	0.524	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Tannerellaceae;g__Parabacteroides;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	GCF_014287585.1, s__Parabacteroides sp014287585, 95.0, 79.2, 0.584; GCF_900155425.1, s__Parabacteroides massiliensis, 95.0, 79.07, 0.554; GCA_025151045.1, s__Parabacteroides johnsonii, 95.0, 78.96, 0.557; GCA_025151215.1, s__Parabacteroides merdae, 95.0, 78.94, 0.577; GCA_900760525.1, s__Parabacteroides sp900760525, 95.0, 78.75, 0.499; GCA_017937385.1, s__Parabacteroides sp017937385, 95.0, 78.75, 0.471; GCA_019411205.1, s__Parabacteroides sp019411205, 95.0, 78.6, 0.453; GCA_900552465.1, s__Parabacteroides sp900552465, 95.0, 78.14, 0.37; GCF_003363715.1, s__Parabacteroides acidifaciens, 95.0, 78.07, 0.406; GCF_900186615.1, s__Parabacteroides bouchesdurhonensis, 95.0, 77.54, 0.134; GCF_000969835.1, s__Parabacteroides goldsteinii, 95.0, 77.54, 0.217; GCF_014647375.1, s__Parabacteroides faecis, 95.0, 77.48, 0.217; GCA_015060925.1, s__Parabacteroides distasonis_B, 95.0, 77.47, 0.157; GCF_003480915.1, s__Parabacteroides sp003480915, 95.0, 77.46, 0.238; GCF_000969825.1, s__Parabacteroides gordonii, 95.0, 77.43, 0.226; GCF_003473295.1, s__Parabacteroides sp003473295, 95.0, 77.35, 0.249; GCA_944325345.1, s__Parabacteroides sp944325345, 95.0, 77.29, 0.079; GCF_015550595.1, s__Parabacteroides sp900540715, 95.0, 77.19, 0.222; GCF_900128505.1, s__Parabacteroides timonensis, 95.0, 77.14, 0.217; GCA_900541965.1, s__Parabacteroides sp900541965, 95.0, 77.13, 0.201; GCA_905196875.1, s__Parabacteroides sp905196875, 95.0, 77.11, 0.224; GCA_017481945.1, s__Parabacteroides sp017481945, 95.0, 77.07, 0.145; GCA_019417325.1, s__Parabacteroides sp019417325, 95.0, 77.05, 0.189; GCA_021204335.1, s__Parabacteroides sp021204335, 95.0, 77.01, 0.18; GCF_900108035.1, s__Parabacteroides chinchillae, 95.0, 76.99, 0.143; GCF_000012845.1, s__Parabacteroides distasonis, 95.0, 76.95, 0.187; GCF_011038785.1, s__Parabacteroides sp011038785, 95.0, 76.95, 0.143; GCA_021531775.1, s__Parabacteroides sp004562445, 95.0, 76.95, 0.127; GCF_023744375.1, s__Parabacteroides sp900548175, 95.0, 76.81, 0.099; GCF_004793765.1, s__Parabacteroides distasonis_A, 95.0, 76.75, 0.18; GCA_020026285.1, s__Parabacteroides sp020026285, 95.0, 76.73, 0.062; GCF_022809355.1, s__Parabacteroides faecavium, 95.0, 76.72, 0.115; GCA_944323815.1, s__Parabacteroides sp944323815, 95.0, 76.65, 0.139; GCA_017560165.1, s__Parabacteroides sp017560165, 95.0, 76.62, 0.104; GCA_934725305.1, s__Parabacteroides sp934725305, 95.0, 76.59, 0.155; GCA_934718155.1, s__Parabacteroides sp934718155, 95.0, 76.45, 0.102; GCA_021531385.1, s__Parabacteroides distasonis_C, 95.0, 76.36, 0.111; GCA_019114945.1, s__Parabacteroides intestinigallinarum, 95.0, 76.34, 0.109; GCA_944326775.1, s__Parabacteroides sp944326775, 95.0, 76.32, 0.115; GCA_900547435.1, s__Parabacteroides sp900547435, 95.0, 76.3, 0.092; GCA_019118725.1, s__Parabacteroides intestinavium, 95.0, 76.27, 0.065; GCA_944325335.1, s__Parabacteroides sp944325335, 95.0, 76.22, 0.104; GCA_944325355.1, s__Parabacteroides sp944325355, 95.0, 76.18, 0.06; GCA_022775005.1, s__Parabacteroides sp022775005, 95.0, 76.14, 0.118; GCA_900770835.1, s__Parabacteroides sp900770835, 95.0, 76.09, 0.111; GCA_900552415.1, s__Parabacteroides intestinipullorum, 95.0, 76.08, 0.065; GCA_022009975.1, s__Parabacteroides sp900549585, 95.0, 75.98, 0.081; GCF_002159645.1, s__Parabacteroides sp002159645, 95.0, 75.94, 0.083	58.73	11	0.99204	Genome not assigned to closest species as it falls outside its pre-defined ANI radius
EHA05391_bin.401.fa	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Christensenellales;f__CAG-74;g__;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Christensenellales;f__CAG-74;g__;s__	taxonomic classification fully defined by topology	classification based on placement in class-level tree	N/A	85.82	11	0.8394	N/A
EHA05391_bin.402.fa	d__Bacteria;p__Verrucomicrobiota;c__Kiritimatiellia;o__RFP12;f__UBA1067;g__UBA1067;s__	N/A	N/A	N/A	N/A	N/A	GCA_017650345.1	95.0	d__Bacteria;p__Verrucomicrobiota;c__Kiritimatiellia;o__RFP12;f__UBA1067;g__UBA1067;s__UBA1067 sp017650345	75.7	0.055	d__Bacteria;p__Verrucomicrobiota;c__Kiritimatiellia;o__RFP12;f__UBA1067;g__UBA1067;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	GCA_017965685.1, s__UBA1067 sp017965685, 95.0, 77.68, 0.026; GCA_018384485.1, s__UBA1067 sp018384485, 95.0, 77.42, 0.051; GCA_017508315.1, s__UBA1067 sp017508315, 95.0, 77.33, 0.053; GCA_904502135.1, s__UBA1067 sp904502135, 95.0, 77.3, 0.069; GCA_017628025.1, s__UBA1067 sp017628025, 95.0, 77.26, 0.048; GCA_017507065.1, s__UBA1067 sp017507065, 95.0, 77.22, 0.057; GCA_934621385.1, s__UBA1067 sp934621385, 95.0, 77.21, 0.079; GCA_024694365.1, s__UBA1067 sp024694365, 95.0, 77.12, 0.043; GCA_934635225.1, s__UBA1067 sp934635225, 95.0, 77.11, 0.075; GCA_902775595.1, s__UBA1067 sp002350535, 95.6109, 77.09, 0.043; GCA_017542055.1, s__UBA1067 sp017542055, 95.0, 77.07, 0.053; GCA_017389885.1, s__UBA1067 sp017389885, 95.0, 77.03, 0.025; GCA_017631385.1, s__UBA1067 sp017631385, 95.0, 76.98, 0.057; GCA_017385345.1, s__UBA1067 sp017385345, 95.0, 76.98, 0.047; GCA_016284515.1, s__UBA1067 sp016284515, 95.0, 76.98, 0.065; GCA_016296065.1, s__UBA1067 sp016296065, 95.0, 76.93, 0.065; GCA_902788415.1, s__UBA1067 sp902788415, 95.0, 76.92, 0.057; GCA_017463935.1, s__UBA1067 sp017463935, 95.0, 76.92, 0.079; GCA_017418445.1, s__UBA1067 sp017418445, 95.0, 76.91, 0.028; GCA_016303225.1, s__UBA1067 sp016303225, 95.0, 76.89, 0.065; GCA_900321255.1, s__UBA1067 sp900321255, 95.6109, 76.88, 0.057; GCA_017628165.1, s__UBA1067 sp017628165, 95.0, 76.86, 0.047; GCA_017648225.1, s__UBA1067 sp017648225, 95.0, 76.8, 0.055; GCA_002321305.1, s__UBA1067 sp002321305, 95.0, 76.76, 0.077; GCA_015061665.1, s__UBA1067 sp015061665, 95.0, 76.73, 0.077; GCA_024405265.1, s__UBA1067 sp024405265, 95.0, 76.71, 0.071; GCA_017406465.1, s__UBA1067 sp017406465, 95.0, 76.66, 0.057; GCA_934675625.1, s__UBA1067 sp934675625, 95.0, 76.66, 0.083; GCA_002371135.1, s__UBA1067 sp002371135, 95.0, 76.65, 0.049; GCA_934635385.1, s__UBA1067 sp934635385, 95.0, 76.63, 0.081; GCA_002440145.1, s__UBA1067 sp002440145, 95.0, 76.62, 0.072; GCA_902780865.1, s__UBA1067 sp902780865, 95.0, 76.6, 0.057; GCA_017395505.1, s__UBA1067 sp017395505, 95.0, 76.6, 0.047; GCA_002449695.1, s__UBA1067 sp002449695, 95.0, 76.6, 0.095; GCA_902772905.1, s__UBA1067 sp902772905, 95.0, 76.55, 0.047; GCA_934654805.1, s__UBA1067 sp934654805, 95.0, 76.55, 0.083; GCA_900320855.1, s__UBA1067 sp900320855, 95.0, 76.53, 0.081; GCA_017520845.1, s__UBA1067 sp017520845, 95.0, 76.52, 0.083; GCA_017629735.1, s__UBA1067 sp017629735, 95.0, 76.51, 0.037; GCA_902770045.1, s__UBA1067 sp902770045, 95.0, 76.49, 0.043; GCA_934635045.1, s__UBA1067 sp934635045, 95.0, 76.48, 0.081; GCA_945487985.1, s__UBA1067 sp945487985, 95.0, 76.47, 0.057; GCA_002392765.1, s__UBA1067 sp002392765, 95.0, 76.46, 0.057; GCA_902799955.1, s__UBA1067 sp902799955, 95.0, 76.45, 0.047; GCA_902799385.1, s__UBA1067 sp902799385, 95.0, 76.45, 0.041; GCA_902764415.1, s__UBA1067 sp002351765, 95.0, 76.44, 0.053; GCA_002363575.1, s__UBA1067 sp002363575, 95.0, 76.43, 0.039; GCA_945483525.1, s__UBA1067 sp945483525, 95.0, 76.42, 0.049; GCA_017447805.1, s__UBA1067 sp017447805, 95.0, 76.42, 0.081; GCA_017514235.1, s__UBA1067 sp017514235, 95.0, 76.38, 0.045; GCA_017403825.1, s__UBA1067 sp017403825, 95.0, 76.35, 0.051; GCA_902761275.1, s__UBA1067 sp902761275, 95.0, 76.35, 0.063; GCA_017432385.1, s__UBA1067 sp017432385, 95.0, 76.33, 0.051; GCA_002298665.1, s__UBA1067 sp002298665, 95.0, 76.32, 0.091; GCA_017629455.1, s__UBA1067 sp017629455, 95.0, 76.32, 0.045; GCA_902801025.1, s__UBA1067 sp902801025, 95.0, 76.31, 0.053; GCA_902776615.1, s__UBA1067 sp902776615, 95.0, 76.31, 0.053; GCA_017652705.1, s__UBA1067 sp017652705, 95.0, 76.3, 0.045; GCA_900767325.1, s__UBA1067 sp900767325, 95.0, 76.27, 0.04; GCA_017405115.1, s__UBA1067 sp017405115, 95.0, 76.27, 0.053; GCA_017959645.1, s__UBA1067 sp017959645, 95.0, 76.25, 0.048; GCA_902800055.1, s__UBA1067 sp902800055, 95.0, 76.2, 0.043; GCA_004551905.1, s__UBA1067 sp004551905, 95.0, 76.19, 0.053; GCA_017547265.1, s__UBA1067 sp017547265, 95.0, 76.18, 0.039; GCA_017525475.1, s__UBA1067 sp017525475, 95.0, 76.15, 0.046; GCA_002369235.1, s__UBA1067 sp002369235, 95.0, 76.11, 0.061; GCA_016288465.1, s__UBA1067 sp016288465, 95.0, 76.05, 0.039; GCA_017412325.1, s__UBA1067 sp017412325, 95.0, 75.99, 0.085; GCA_002371755.1, s__UBA1067 sp002371755, 95.0, 75.98, 0.053; GCA_945613785.1, s__UBA1067 sp945613785, 95.0, 75.95, 0.055; GCA_900321575.1, s__UBA1067 sp900321575, 95.0, 75.89, 0.053; GCA_002315875.1, s__UBA1067 sp002315875, 95.0, 75.75, 0.059; GCA_902773015.1, s__UBA1067 sp902773015, 95.0, 75.74, 0.039; GCA_002395905.1, s__UBA1067 sp002395905, 95.0, 75.65, 0.049; GCA_016280825.1, s__UBA1067 sp016280825, 95.0, 75.63, 0.034	83.42	11	0.93842	N/A
EHA05391_bin.403.fa	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Christensenellales;f__QAND01;g__RGIG3178;s__	N/A	N/A	N/A	N/A	N/A	GCA_017439715.1	95.0	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Christensenellales;f__QAND01;g__RGIG3178;s__RGIG3178 sp017439715	78.07	0.214	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Christensenellales;f__QAND01;g__RGIG3178;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	N/A	89.18	11	0.94913	N/A
EHA05391_bin.405.fa	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__UBA932;g__Bact-11;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__UBA932;g__Bact-11;s__	ANI	classification based on placement in class-level tree	GCA_002314725.1, s__Bact-11 sp002314725, 95.0, 76.86, 0.033; GCA_018065895.1, s__Bact-11 sp018065895, 95.0, 76.74, 0.066; GCA_018065305.1, s__Bact-11 sp018065305, 95.0, 76.61, 0.05; GCA_018064345.1, s__Bact-11 sp018064345, 95.0, 76.59, 0.053; GCA_012511975.1, s__Bact-11 sp012511975, 95.0, 76.56, 0.063; GCA_002305275.1, s__Bact-11 sp002305275, 95.0, 76.43, 0.059; GCA_902784965.1, s__Bact-11 sp902784965, 95.0, 76.37, 0.022; GCA_012798805.1, s__Bact-11 sp012798805, 95.0, 76.34, 0.062; GCA_002376715.1, s__Bact-11 sp002376715, 95.0, 76.32, 0.069; GCA_016284265.1, s__Bact-11 sp016284265, 95.0, 76.3, 0.037; GCA_012728975.1, s__Bact-11 sp012728975, 95.0, 76.19, 0.065; GCA_017548335.1, s__Bact-11 sp017548335, 95.0, 76.16, 0.019; GCA_905233345.1, s__Bact-11 sp905233345, 95.0, 76.14, 0.037; GCA_016290385.1, s__Bact-11 sp016290385, 95.0, 76.1, 0.021; GCA_902773925.1, s__Bact-11 sp902773925, 95.0, 76.1, 0.03; GCA_018065695.1, s__Bact-11 sp018065695, 95.0, 76.09, 0.051; GCA_002361615.1, s__Bact-11 sp002361615, 95.0, 76.06, 0.034; GCA_902778855.1, s__Bact-11 sp902778855, 95.0, 76.06, 0.027; GCA_017443845.1, s__Bact-11 sp017443845, 95.0, 76.04, 0.027; GCA_001602845.1, s__Bact-11 sp001602845, 95.0, 76.04, 0.025; GCA_017428245.1, s__Bact-11 sp017428245, 95.0, 76.01, 0.039; GCA_905235995.1, s__Bact-11 sp905235995, 95.0, 75.83, 0.021; GCA_018064445.1, s__Bact-11 sp018064445, 95.0, 75.78, 0.037; GCA_024398365.1, s__Bact-11 sp024398365, 95.0, 75.78, 0.039; GCA_017509755.1, s__Bact-11 sp017509755, 95.0, 75.75, 0.037; GCA_902789445.1, s__Bact-11 sp902789445, 95.0, 75.72, 0.03; GCA_017447265.1, s__Bact-11 sp017447265, 95.0, 75.72, 0.023; GCA_017544005.1, s__Bact-11 sp017544005, 95.0, 75.68, 0.025; GCA_017619655.1, s__Bact-11 sp017619655, 95.0, 75.6, 0.017; GCA_017992915.1, s__Bact-11 sp017992915, 95.0, 75.52, 0.052; GCA_001603505.1, s__Bact-11 sp001603505, 95.0, 75.5, 0.021; GCA_017430365.1, s__Bact-11 sp017430365, 95.0, 75.44, 0.039; GCA_017616655.1, s__Bact-11 sp017616655, 95.0, 75.41, 0.031; GCA_002309795.1, s__Bact-11 sp002309795, 95.0, 75.03, 0.03; GCA_017450165.1, s__Bact-11 sp017450165, 95.0, 74.77, 0.019	88.12	11	0.91527	N/A
EHA05391_bin.406.fa	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__UBA1066;s__	N/A	N/A	N/A	N/A	N/A	GCA_018065025.1	95.0	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__UBA1066;s__UBA1066 sp018065025	78.05	0.188	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__UBA1066;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	GCA_902776305.1, s__UBA1066 sp902776305, 95.0, 77.25, 0.056; GCA_022647575.1, s__UBA1066 sp022647575, 95.0, 77.2, 0.073; GCA_002369495.1, s__UBA1066 sp002369495, 95.0, 77.1, 0.028; GCA_900319795.1, s__UBA1066 sp900319795, 95.0, 77.08, 0.054; GCA_900315305.1, s__UBA1066 sp900315305, 95.0, 76.88, 0.046; GCA_902788035.1, s__UBA1066 sp902788035, 95.0, 76.83, 0.052; GCA_002308255.1, s__UBA1066 sp002308255, 95.0, 76.79, 0.024; GCA_024695465.1, s__UBA1066 sp024695465, 95.0, 76.76, 0.035; GCA_900320575.1, s__UBA1066 sp900320575, 95.0, 76.73, 0.049; GCA_900317515.1, s__UBA1066 sp900317515, 95.0, 76.71, 0.046; GCA_017433725.1, s__UBA1066 sp017433725, 95.0, 76.69, 0.048; GCA_900314565.1, s__UBA1066 sp900314565, 95.0, 76.62, 0.044; GCA_019355395.1, s__UBA1066 sp900317045, 95.0, 76.61, 0.042; GCA_900313955.1, s__UBA1066 sp900313955, 95.0, 76.53, 0.034; GCA_017404585.1, s__UBA1066 sp017404585, 95.0, 76.52, 0.03; GCA_015057835.1, s__UBA1066 sp015057835, 95.0, 76.51, 0.041; GCA_002371465.1, s__UBA1066 sp002371465, 95.0, 76.41, 0.039; GCA_017420605.1, s__UBA1066 sp017420605, 95.0, 76.29, 0.044; GCA_002350625.1, s__UBA1066 sp002350625, 95.0, 76.2, 0.039; GCA_900320615.1, s__UBA1066 sp900320615, 95.0, 76.19, 0.042; GCA_003446335.1, s__UBA1066 sp003446335, 95.0, 76.17, 0.034; GCA_017430765.1, s__UBA1066 sp017430765, 95.0, 76.16, 0.053; GCA_902773435.1, s__UBA1066 sp902773435, 95.0, 76.12, 0.018; GCA_902766955.1, s__UBA1066 sp902766955, 95.0, 76.06, 0.045; GCA_902779245.1, s__UBA1066 sp902779245, 95.0, 76.04, 0.035; GCA_902766945.1, s__UBA1066 sp902766945, 95.0, 76.02, 0.041; GCA_002316215.1, s__UBA1066 sp002316215, 95.0, 76.01, 0.041; GCA_902797075.1, s__UBA1066 sp902797075, 95.0, 75.98, 0.033; GCA_017514845.1, s__UBA1066 sp017514845, 95.0, 75.96, 0.048; GCA_902766655.1, s__UBA1066 sp902766655, 95.0, 75.72, 0.027; GCA_902785985.1, s__UBA1066 sp902785985, 95.0, 75.69, 0.042; GCA_902773195.1, s__UBA1066 sp902773195, 95.0, 75.65, 0.03; GCA_902803505.1, s__UBA1066 sp902803505, 95.0, 75.59, 0.02; GCA_902803245.1, s__UBA1066 sp902803245, 95.0, 75.48, 0.025; GCA_902783325.1, s__UBA1066 sp902783325, 95.0, 75.47, 0.033; GCA_902803635.1, s__UBA1066 sp902803635, 95.0, 75.46, 0.025; GCA_902783935.1, s__UBA1066 sp902783935, 95.0, 75.1, 0.03	92.35	11	0.94041	N/A
EHA05391_bin.407.fa	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__QAMX01;g__RUG11797;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__QAMX01;g__RUG11797;s__	ANI	classification based on placement in class-level tree	GCA_017441705.1, s__RUG11797 sp017441705, 95.0, 77.53, 0.037; GCA_015068345.1, s__RUG11797 sp015068345, 95.0, 77.26, 0.075; GCA_024404415.1, s__RUG11797 sp024404415, 95.0, 77.22, 0.047; GCA_017547975.1, s__RUG11797 sp017547975, 95.0, 76.82, 0.058; GCA_902772625.1, s__RUG11797 sp902772625, 95.0, 76.71, 0.043	94.04	11	0.91383	N/A
