genome,completeness,contamination,location,length,N50
EHA05391_bin.44.fa.gz,81.94,5.55,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05391_bin.44.fa.gz,3691188,3322
EHA05391_bin.534.fa.gz,85.92,1.17,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05391_bin.534.fa.gz,1163784,8945
EHA05391_bin.168.fa.gz,85.93,1.42,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05391_bin.168.fa.gz,1619689,8716
EHA05391_bin.517.fa.gz,89.75,3.11,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05391_bin.517.fa.gz,1344138,12980
EHA05391_bin.15.fa.gz,78.61,1.97,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05391_bin.15.fa.gz,2638627,6736
EHA05391_bin.424.fa.gz,93.42,0.12,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05391_bin.424.fa.gz,1705245,4915
EHA05391_bin.472.fa.gz,92.34,1.73,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05391_bin.472.fa.gz,2765204,25233
EHA05391_bin.464.fa.gz,92.36,0.64,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05391_bin.464.fa.gz,2344627,15700
EHA05391_bin.292.fa.gz,88.39,1.75,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05391_bin.292.fa.gz,1981041,32342
EHA05391_bin.296.fa.gz,86.91,1.55,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05391_bin.296.fa.gz,2291122,27024
EHA05391_bin.449.fa.gz,86.98,0.21,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05391_bin.449.fa.gz,981176,23364
EHA05391_bin.367.fa.gz,87.23,0.74,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05391_bin.367.fa.gz,2000544,37808
EHA05391_bin.96.fa.gz,82.93,0.35,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05391_bin.96.fa.gz,1030602,4736
EHA05391_bin.200.fa.gz,73.85,0.76,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05391_bin.200.fa.gz,1122381,3788
EHA05391_bin.204.fa.gz,97.12,0.04,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05391_bin.204.fa.gz,2288365,80390
EHA05391_bin.90.fa.gz,96.52,0.62,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05391_bin.90.fa.gz,3507432,31646
EHA05391_bin.183.fa.gz,79.3,0.21,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05391_bin.183.fa.gz,864936,7843
EHA05391_bin.333.fa.gz,94.33,0.2,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05391_bin.333.fa.gz,1894754,89556
EHA05391_bin.132.fa.gz,94.72,1.04,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05391_bin.132.fa.gz,1846043,53243
EHA05391_bin.663.fa.gz,67.52,3.44,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05391_bin.663.fa.gz,717169,3709
EHA05391_bin.249.fa.gz,98.5,0.04,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05391_bin.249.fa.gz,1880336,3555
EHA05391_bin.391.fa.gz,89.06,2.28,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05391_bin.391.fa.gz,1992832,59353
EHA05391_bin.201.fa.gz,58.13,9.01,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05391_bin.201.fa.gz,1734688,95913
EHA05391_bin.298.fa.gz,89.19,1.02,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05391_bin.298.fa.gz,1961687,38045
EHA05391_bin.564.fa.gz,99.31,6.98,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05391_bin.564.fa.gz,1013713,64200
EHA05391_bin.437.fa.gz,88.47,0.01,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05391_bin.437.fa.gz,2488873,6987
EHA05391_bin.358.fa.gz,95.89,0.19,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05391_bin.358.fa.gz,2303765,11050
EHA05391_bin.551.fa.gz,81.66,2.35,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05391_bin.551.fa.gz,1063978,6930
EHA05391_bin.522.fa.gz,79.03,7.3,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05391_bin.522.fa.gz,1408888,23513
EHA05391_bin.149.fa.gz,85.46,0.94,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05391_bin.149.fa.gz,2084929,7326
EHA05391_bin.509.fa.gz,88.06,0.83,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05391_bin.509.fa.gz,1441846,9881
EHA05391_bin.647.fa.gz,87.33,1.59,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05391_bin.647.fa.gz,1674147,13038
EHA05391_bin.376.fa.gz,95.45,2.25,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05391_bin.376.fa.gz,979103,14067
EHA05391_bin.352.fa.gz,88.15,5.64,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05391_bin.352.fa.gz,1301461,16005
EHA05391_bin.665.fa.gz,55.11,1.83,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05391_bin.665.fa.gz,1705459,4532
EHA05391_bin.346.fa.gz,70.11,0.59,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05391_bin.346.fa.gz,884823,76162
EHA05391_bin.612.fa.gz,52.66,0.13,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05391_bin.612.fa.gz,2596153,9980
EHA05391_bin.151.fa.gz,87.53,5.19,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05391_bin.151.fa.gz,1879021,16731
EHA05391_bin.321.fa.gz,67.29,5.19,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05391_bin.321.fa.gz,1240545,3607
EHA05391_bin.563.fa.gz,66.06,2.68,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05391_bin.563.fa.gz,2203286,94198
EHA05391_bin.549.fa.gz,81.28,8.23,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05391_bin.549.fa.gz,2148716,4628
EHA05391_bin.448.fa.gz,77.3,0.75,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05391_bin.448.fa.gz,2572973,49008
EHA05391_bin.36.fa.gz,85.03,6.88,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05391_bin.36.fa.gz,1553547,29686
EHA05391_bin.575.fa.gz,95.03,0.53,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05391_bin.575.fa.gz,1455859,4649
EHA05391_bin.611.fa.gz,63.98,1.65,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05391_bin.611.fa.gz,1727345,3381
EHA05391_bin.340.fa.gz,94.31,1.29,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05391_bin.340.fa.gz,1515196,53575
EHA05391_bin.610.fa.gz,50.53,0.54,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05391_bin.610.fa.gz,726346,5424
EHA05391_bin.35.fa.gz,88.98,0.53,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05391_bin.35.fa.gz,1860448,5098
EHA05391_bin.49.fa.gz,96.72,0.0,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05391_bin.49.fa.gz,1569545,3389
EHA05391_bin.355.fa.gz,84.31,1.81,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05391_bin.355.fa.gz,1653748,8800
EHA05391_bin.457.fa.gz,52.52,4.56,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05391_bin.457.fa.gz,1541920,25397
EHA05391_bin.452.fa.gz,92.97,0.42,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05391_bin.452.fa.gz,564968,21862
EHA05391_bin.669.fa.gz,62.66,2.97,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05391_bin.669.fa.gz,1727318,9680
EHA05391_bin.9.fa.gz,74.44,2.55,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05391_bin.9.fa.gz,2679727,3365
EHA05391_bin.555.fa.gz,81.8,2.52,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05391_bin.555.fa.gz,1638401,4003
EHA05391_bin.520.fa.gz,84.28,4.47,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05391_bin.520.fa.gz,1027851,104547
EHA05391_bin.275.fa.gz,87.46,4.61,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05391_bin.275.fa.gz,1265131,10255
EHA05391_bin.251.fa.gz,63.03,5.34,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05391_bin.251.fa.gz,1129616,24558
EHA05391_bin.70.fa.gz,55.8,3.28,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05391_bin.70.fa.gz,1712774,10894
EHA05391_bin.487.fa.gz,95.67,0.99,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05391_bin.487.fa.gz,1707381,44784
EHA05391_bin.176.fa.gz,94.9,0.87,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05391_bin.176.fa.gz,1807413,7143
EHA05391_bin.134.fa.gz,88.4,2.96,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05391_bin.134.fa.gz,1971552,7564
EHA05391_bin.212.fa.gz,96.89,0.02,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05391_bin.212.fa.gz,1758938,3702
EHA05391_bin.313.fa.gz,79.5,1.93,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05391_bin.313.fa.gz,2030135,24442
EHA05391_bin.404.fa.gz,86.87,4.85,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05391_bin.404.fa.gz,2178329,17484
EHA05391_bin.74.fa.gz,56.81,5.84,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05391_bin.74.fa.gz,3123485,17913
EHA05391_bin.14.fa.gz,88.78,0.32,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05391_bin.14.fa.gz,1721884,41890
EHA05391_bin.164.fa.gz,81.02,0.06,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05391_bin.164.fa.gz,1981914,68618
EHA05391_bin.453.fa.gz,67.13,1.87,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05391_bin.453.fa.gz,1063661,9185
EHA05391_bin.121.fa.gz,99.09,3.51,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05391_bin.121.fa.gz,1458122,89552
EHA05391_bin.511.fa.gz,62.09,0.73,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05391_bin.511.fa.gz,1765506,16606
EHA05391_bin.315.fa.gz,68.09,0.99,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05391_bin.315.fa.gz,2019101,30404
EHA05391_bin.186.fa.gz,94.25,4.74,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05391_bin.186.fa.gz,1391316,7891
EHA05391_bin.666.fa.gz,72.8,0.33,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05391_bin.666.fa.gz,532136,3361
EHA05391_bin.590.fa.gz,89.7,0.19,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05391_bin.590.fa.gz,4900920,7883
EHA05391_bin.561.fa.gz,75.31,4.03,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05391_bin.561.fa.gz,1436741,10000
EHA05391_bin.34.fa.gz,90.0,2.4,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05391_bin.34.fa.gz,2010984,190713
EHA05391_bin.258.fa.gz,95.79,1.27,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05391_bin.258.fa.gz,1173807,36253
EHA05391_bin.135.fa.gz,85.09,5.24,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05391_bin.135.fa.gz,1766701,16755
EHA05391_bin.370.fa.gz,91.64,1.42,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05391_bin.370.fa.gz,1690724,7886
EHA05391_bin.613.fa.gz,55.08,5.6,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05391_bin.613.fa.gz,2217619,53276
EHA05391_bin.143.fa.gz,99.81,0.58,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05391_bin.143.fa.gz,1287501,7250
EHA05391_bin.337.fa.gz,92.98,0.08,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05391_bin.337.fa.gz,1261289,27004
EHA05391_bin.458.fa.gz,64.85,3.06,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05391_bin.458.fa.gz,1471280,30839
EHA05391_bin.17.fa.gz,93.1,3.67,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05391_bin.17.fa.gz,1623757,212057
EHA05391_bin.660.fa.gz,57.61,2.25,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05391_bin.660.fa.gz,1372492,3652
EHA05391_bin.42.fa.gz,65.83,0.17,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05391_bin.42.fa.gz,1860236,104554
EHA05391_bin.362.fa.gz,84.76,7.93,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05391_bin.362.fa.gz,1055527,14281
EHA05391_bin.344.fa.gz,99.57,0.13,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05391_bin.344.fa.gz,1195845,5881
EHA05391_bin.640.fa.gz,76.57,1.8,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05391_bin.640.fa.gz,1302497,4277
EHA05391_bin.634.fa.gz,51.13,3.25,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05391_bin.634.fa.gz,1652099,14094
EHA05391_bin.662.fa.gz,57.63,3.12,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05391_bin.662.fa.gz,1026743,2682
EHA05391_bin.400.fa.gz,86.31,0.24,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05391_bin.400.fa.gz,1988874,5591
EHA05391_bin.343.fa.gz,96.96,0.16,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05391_bin.343.fa.gz,1089220,9084
EHA05391_bin.644.fa.gz,81.81,5.43,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05391_bin.644.fa.gz,1007107,8048
EHA05391_bin.304.fa.gz,97.69,8.57,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05391_bin.304.fa.gz,2398518,18210
EHA05391_bin.661.fa.gz,68.61,2.19,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05391_bin.661.fa.gz,1482855,3680
EHA05391_bin.6.fa.gz,59.16,0.92,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05391_bin.6.fa.gz,1974060,57838
EHA05391_bin.102.fa.gz,83.35,1.72,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05391_bin.102.fa.gz,2423258,42257
EHA05391_bin.390.fa.gz,79.24,6.95,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05391_bin.390.fa.gz,1772658,23750
EHA05391_bin.288.fa.gz,73.41,0.05,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05391_bin.288.fa.gz,1644901,3026
EHA05391_bin.591.fa.gz,93.38,4.84,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05391_bin.591.fa.gz,1175631,182195
EHA05391_bin.332.fa.gz,83.53,6.8,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05391_bin.332.fa.gz,1689694,62369
EHA05391_bin.163.fa.gz,96.75,3.42,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05391_bin.163.fa.gz,1910575,30171
EHA05391_bin.137.fa.gz,83.02,3.04,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05391_bin.137.fa.gz,1916129,12284
EHA05391_bin.347.fa.gz,94.17,1.69,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05391_bin.347.fa.gz,3001512,35496
EHA05391_bin.350.fa.gz,96.63,1.33,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05391_bin.350.fa.gz,1754558,43127
EHA05391_bin.498.fa.gz,97.03,2.02,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05391_bin.498.fa.gz,2263467,27524
EHA05391_bin.278.fa.gz,85.76,2.8,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05391_bin.278.fa.gz,951419,21681
EHA05391_bin.447.fa.gz,98.33,0.21,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05391_bin.447.fa.gz,1405093,17563
EHA05391_bin.631.fa.gz,57.24,1.73,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05391_bin.631.fa.gz,1371933,8106
EHA05391_bin.141.fa.gz,94.77,1.22,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05391_bin.141.fa.gz,1800903,80138
EHA05391_bin.82.fa.gz,94.47,2.29,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05391_bin.82.fa.gz,1394704,5112
EHA05391_bin.445.fa.gz,90.94,2.15,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05391_bin.445.fa.gz,1721140,80387
EHA05391_bin.436.fa.gz,87.64,0.94,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05391_bin.436.fa.gz,1834591,30357
EHA05391_bin.475.fa.gz,83.88,0.56,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05391_bin.475.fa.gz,1903464,64979
EHA05391_bin.335.fa.gz,76.72,1.29,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05391_bin.335.fa.gz,3594834,44790
EHA05391_bin.71.fa.gz,57.75,7.06,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05391_bin.71.fa.gz,2074626,11107
EHA05391_bin.193.fa.gz,94.78,5.02,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05391_bin.193.fa.gz,1614013,4354
EHA05391_bin.33.fa.gz,89.9,3.13,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05391_bin.33.fa.gz,2739068,25393
EHA05391_bin.232.fa.gz,95.5,0.18,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05391_bin.232.fa.gz,1592908,10560
EHA05391_bin.637.fa.gz,64.33,2.59,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05391_bin.637.fa.gz,2251805,17121
EHA05391_bin.504.fa.gz,77.0,0.9,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05391_bin.504.fa.gz,2117488,12986
EHA05391_bin.215.fa.gz,70.95,5.76,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05391_bin.215.fa.gz,1951791,21487
EHA05391_bin.282.fa.gz,74.2,1.76,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05391_bin.282.fa.gz,2567311,59142
EHA05391_bin.691.fa.gz,57.93,7.43,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05391_bin.691.fa.gz,1483464,3457
EHA05391_bin.408.fa.gz,96.46,1.95,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05391_bin.408.fa.gz,1937564,10447
EHA05391_bin.552.fa.gz,89.62,4.74,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05391_bin.552.fa.gz,861245,8028
EHA05391_bin.403.fa.gz,94.02,2.25,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05391_bin.403.fa.gz,1858174,11083
EHA05391_bin.354.fa.gz,54.92,0.36,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05391_bin.354.fa.gz,2150845,107951
EHA05391_bin.110.fa.gz,78.6,1.24,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05391_bin.110.fa.gz,1849555,6518
EHA05391_bin.646.fa.gz,82.39,2.92,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05391_bin.646.fa.gz,835667,2364
EHA05391_bin.269.fa.gz,90.8,2.63,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05391_bin.269.fa.gz,2106092,6769
EHA05391_bin.544.fa.gz,65.5,0.05,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05391_bin.544.fa.gz,1823014,28868
EHA05391_bin.235.fa.gz,82.19,1.99,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05391_bin.235.fa.gz,1157240,3635
EHA05391_bin.153.fa.gz,90.1,6.5,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05391_bin.153.fa.gz,1598707,5928
EHA05391_bin.450.fa.gz,93.57,0.12,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05391_bin.450.fa.gz,970602,82799
EHA05391_bin.407.fa.gz,90.52,0.47,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05391_bin.407.fa.gz,2099255,95662
EHA05391_bin.356.fa.gz,97.72,1.0,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05391_bin.356.fa.gz,2237901,12572
EHA05391_bin.638.fa.gz,64.47,1.12,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05391_bin.638.fa.gz,2243928,11368
EHA05391_bin.198.fa.gz,82.37,1.54,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05391_bin.198.fa.gz,1639482,10466
EHA05391_bin.67.fa.gz,54.02,2.04,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05391_bin.67.fa.gz,1653798,4964
EHA05391_bin.528.fa.gz,86.15,2.25,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05391_bin.528.fa.gz,1345062,5682
EHA05391_bin.484.fa.gz,84.57,5.69,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05391_bin.484.fa.gz,2070204,57488
EHA05391_bin.412.fa.gz,80.86,2.39,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05391_bin.412.fa.gz,2011076,99388
EHA05391_bin.596.fa.gz,79.1,4.96,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05391_bin.596.fa.gz,1433803,4941
EHA05391_bin.308.fa.gz,83.1,3.69,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05391_bin.308.fa.gz,2191255,21882
EHA05391_bin.26.fa.gz,93.18,0.0,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05391_bin.26.fa.gz,3801794,39807
EHA05391_bin.247.fa.gz,83.78,3.51,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05391_bin.247.fa.gz,1993218,27975
EHA05391_bin.295.fa.gz,93.97,0.25,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05391_bin.295.fa.gz,1886652,7471
EHA05391_bin.233.fa.gz,96.72,1.25,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05391_bin.233.fa.gz,2659349,25129
EHA05391_bin.592.fa.gz,74.93,5.07,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05391_bin.592.fa.gz,628020,3206
EHA05391_bin.430.fa.gz,98.44,1.12,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05391_bin.430.fa.gz,1813250,10565
EHA05391_bin.641.fa.gz,62.72,1.0,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05391_bin.641.fa.gz,1110203,6711
EHA05391_bin.241.fa.gz,100.0,0.75,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05391_bin.241.fa.gz,2056358,14447
EHA05391_bin.270.fa.gz,79.97,0.2,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05391_bin.270.fa.gz,2201942,46977
EHA05391_bin.297.fa.gz,96.33,0.28,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05391_bin.297.fa.gz,1879456,33300
EHA05391_bin.621.fa.gz,85.92,3.25,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05391_bin.621.fa.gz,1256603,2813
EHA05391_bin.238.fa.gz,62.55,2.68,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05391_bin.238.fa.gz,2407882,43164
EHA05391_bin.536.fa.gz,75.6,6.57,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05391_bin.536.fa.gz,1088943,22276
EHA05391_bin.88.fa.gz,97.93,0.24,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05391_bin.88.fa.gz,1919666,6580
EHA05391_bin.628.fa.gz,54.4,0.06,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05391_bin.628.fa.gz,1220437,2309
EHA05391_bin.217.fa.gz,83.61,1.45,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05391_bin.217.fa.gz,1370501,147628
EHA05391_bin.7.fa.gz,76.33,3.43,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05391_bin.7.fa.gz,1951470,25176
EHA05391_bin.194.fa.gz,97.03,0.26,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05391_bin.194.fa.gz,1872104,38729
EHA05391_bin.385.fa.gz,94.15,0.71,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05391_bin.385.fa.gz,1682889,49365
EHA05391_bin.221.fa.gz,100.0,2.01,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05391_bin.221.fa.gz,1682981,29150
EHA05391_bin.300.fa.gz,83.78,5.39,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05391_bin.300.fa.gz,1666825,4476
EHA05391_bin.30.fa.gz,99.03,0.01,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05391_bin.30.fa.gz,1999485,99971
EHA05391_bin.633.fa.gz,76.85,2.46,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05391_bin.633.fa.gz,895436,10897
EHA05391_bin.185.fa.gz,94.7,0.0,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05391_bin.185.fa.gz,723684,9418
EHA05391_bin.169.fa.gz,82.42,0.58,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05391_bin.169.fa.gz,1817037,7519
EHA05391_bin.573.fa.gz,95.22,1.37,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05391_bin.573.fa.gz,2159869,71381
EHA05391_bin.667.fa.gz,62.84,3.82,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05391_bin.667.fa.gz,966268,4154
