genome,score,completeness,contamination,strain_heterogeneity,size,N50,cluster,taxonomy,tax_confidence,cluster_members,closest_cluster_member,furthest_cluster_member,completeness_metric,contamination_metric
EHA05391_bin.332.fa.gz,50.94748439040008,NA,NA,NA,NA,NA,775_1,NA,NA,1,NA,NA,NA,NA
nhnw_bin.370.fa.gz,81.47909432468649,NA,NA,NA,NA,NA,775_2,NA,NA,1,NA,NA,NA,NA
EHA05415_bin.175.fa.gz,89.54091823715756,NA,NA,NA,NA,NA,776_0,NA,NA,1,NA,NA,NA,NA
EHA05391_bin.254.fa.gz,74.3893743081248,NA,NA,NA,NA,NA,777_0,NA,NA,1,NA,NA,NA,NA
EHA05391_bin.639.fa.gz,66.68997692082819,NA,NA,NA,NA,NA,778_0,NA,NA,1,NA,NA,NA,NA
EHA05415_bin.402.fa.gz,57.467069010906066,NA,NA,NA,NA,NA,779_0,NA,NA,1,NA,NA,NA,NA
EHA05415_bin.61.fa.gz,85.04998026370298,NA,NA,NA,NA,NA,780_0,NA,NA,1,NA,NA,NA,NA
EHA05391_bin.504.fa.gz,73.57673769926836,NA,NA,NA,NA,NA,781_0,NA,NA,1,NA,NA,NA,NA
EHA05391_bin.151.fa.gz,62.711760949605605,NA,NA,NA,NA,NA,782_0,NA,NA,1,NA,NA,NA,NA
EHA05415_bin.292.fa.gz,85.7087820019837,NA,NA,NA,NA,NA,783_0,NA,NA,1,NA,NA,NA,NA
EHA05391_bin.317.fa.gz,67.02092677954492,NA,NA,NA,NA,NA,784_0,NA,NA,1,NA,NA,NA,NA
EHA05391_bin.371.fa.gz,97.22020263005196,NA,NA,NA,NA,NA,785_0,NA,NA,1,NA,NA,NA,NA
nhnw_bin.561.fa.gz,97.56652734668212,NA,NA,NA,NA,NA,786_0,NA,NA,1,NA,NA,NA,NA
EHA05391_bin.373.fa.gz,70.06637443308036,NA,NA,NA,NA,NA,787_0,NA,NA,1,NA,NA,NA,NA
EHA05391_bin.426.fa.gz,65.14083749853539,NA,NA,NA,NA,NA,788_0,NA,NA,1,NA,NA,NA,NA
EHA05391_bin.467.fa.gz,80.98904182299059,NA,NA,NA,NA,NA,789_0,NA,NA,1,NA,NA,NA,NA
EHA05391_bin.374.fa.gz,91.84640319633064,NA,NA,NA,NA,NA,790_0,NA,NA,1,NA,NA,NA,NA
EHA05415_bin.222.fa.gz,77.35645321862955,NA,NA,NA,NA,NA,791_0,NA,NA,1,NA,NA,NA,NA
EHA05391_bin.540.fa.gz,30.673132355947853,NA,NA,NA,NA,NA,792_0,NA,NA,1,NA,NA,NA,NA
EHA05415_bin.124.fa.gz,97.23686667735576,NA,NA,NA,NA,NA,793_0,NA,NA,1,NA,NA,NA,NA
nhnw_bin.204.fa.gz,87.68569442667419,NA,NA,NA,NA,NA,794_0,NA,NA,1,NA,NA,NA,NA
nhnw_bin.280.fa.gz,79.61098305213653,NA,NA,NA,NA,NA,795_0,NA,NA,1,NA,NA,NA,NA
nhnw_bin.100.fa.gz,74.4801643034117,NA,NA,NA,NA,NA,796_1,NA,NA,1,NA,NA,NA,NA
nhnw_bin.240.fa.gz,68.70029975640557,NA,NA,NA,NA,NA,796_2,NA,NA,1,NA,NA,NA,NA
nhnw_bin.256.fa.gz,90.09692681716459,NA,NA,NA,NA,NA,797_1,NA,NA,2,98.30,98.30,NA,NA
EHA05415_bin.142.fa.gz,87.2347610321291,NA,NA,NA,NA,NA,797_2,NA,NA,1,NA,NA,NA,NA
EHA05391_bin.539.fa.gz,80.50767194654419,NA,NA,NA,NA,NA,798_0,NA,NA,1,NA,NA,NA,NA
EHA05415_bin.270.fa.gz,81.52735752673217,NA,NA,NA,NA,NA,799_0,NA,NA,1,NA,NA,NA,NA
EHA05415_bin.179.fa.gz,96.15380185385892,NA,NA,NA,NA,NA,800_0,NA,NA,1,NA,NA,NA,NA
nhnw_bin.270.fa.gz,82.50050558688343,NA,NA,NA,NA,NA,801_0,NA,NA,1,NA,NA,NA,NA
EHA05391_bin.158.fa.gz,64.52306199251056,NA,NA,NA,NA,NA,802_1,NA,NA,1,NA,NA,NA,NA
nhnw_bin.387.fa.gz,83.36679516630333,NA,NA,NA,NA,NA,802_2,NA,NA,1,NA,NA,NA,NA
EHA05415_bin.116.fa.gz,91.69290307724022,NA,NA,NA,NA,NA,803_0,NA,NA,1,NA,NA,NA,NA
EHA05391_bin.296.fa.gz,80.39587481611345,NA,NA,NA,NA,NA,804_0,NA,NA,1,NA,NA,NA,NA
EHA05415_bin.422.fa.gz,82.18388830187084,NA,NA,NA,NA,NA,805_0,NA,NA,1,NA,NA,NA,NA
EHA05391_bin.41.fa.gz,74.88804910100642,NA,NA,NA,NA,NA,806_0,NA,NA,1,NA,NA,NA,NA
nhnw_bin.253.fa.gz,78.02660789226991,NA,NA,NA,NA,NA,807_0,NA,NA,1,NA,NA,NA,NA
EHA05391_bin.65.fa.gz,67.9217972010935,NA,NA,NA,NA,NA,808_0,NA,NA,1,NA,NA,NA,NA
EHA05391_bin.307.fa.gz,93.80693613132915,NA,NA,NA,NA,NA,809_1,NA,NA,1,NA,NA,NA,NA
nhnw_bin.435.fa.gz,69.6550678759352,NA,NA,NA,NA,NA,809_2,NA,NA,1,NA,NA,NA,NA
nhnw_bin.121.fa.gz,95.91603797189991,NA,NA,NA,NA,NA,810_0,NA,NA,1,NA,NA,NA,NA
EHA05391_bin.3.fa.gz,70.04070674863013,NA,NA,NA,NA,NA,811_0,NA,NA,1,NA,NA,NA,NA
EHA05391_bin.391.fa.gz,79.06672133763955,NA,NA,NA,NA,NA,812_1,NA,NA,1,NA,NA,NA,NA
nhnw_bin.494.fa.gz,84.02944559664583,NA,NA,NA,NA,NA,812_2,NA,NA,1,NA,NA,NA,NA
EHA05415_bin.233.fa.gz,74.41753613135306,NA,NA,NA,NA,NA,813_0,NA,NA,1,NA,NA,NA,NA
EHA05391_bin.192.fa.gz,70.29652996664204,NA,NA,NA,NA,NA,814_0,NA,NA,1,NA,NA,NA,NA
nhnw_bin.497.fa.gz,85.35715492207062,NA,NA,NA,NA,NA,815_0,NA,NA,1,NA,NA,NA,NA
EHA05391_bin.208.fa.gz,49.689491421351406,NA,NA,NA,NA,NA,816_1,NA,NA,1,NA,NA,NA,NA
nhnw_bin.594.fa.gz,69.36873128681516,NA,NA,NA,NA,NA,816_2,NA,NA,1,NA,NA,NA,NA
nhnw_bin.563.fa.gz,81.97995620516734,NA,NA,NA,NA,NA,817_0,NA,NA,1,NA,NA,NA,NA
EHA05391_bin.322.fa.gz,57.76596085629308,NA,NA,NA,NA,NA,818_0,NA,NA,1,NA,NA,NA,NA
EHA05415_bin.463.fa.gz,80.67273611646624,NA,NA,NA,NA,NA,819_0,NA,NA,1,NA,NA,NA,NA
EHA05391_bin.621.fa.gz,70.41458486608259,NA,NA,NA,NA,NA,820_0,NA,NA,1,NA,NA,NA,NA
nhnw_bin.552.fa.gz,51.90802656232596,NA,NA,NA,NA,NA,821_0,NA,NA,1,NA,NA,NA,NA
nhnw_bin.160.fa.gz,83.71932238844391,NA,NA,NA,NA,NA,822_1,NA,NA,1,NA,NA,NA,NA
nhnw_bin.427.fa.gz,80.70921301273357,NA,NA,NA,NA,NA,822_2,NA,NA,1,NA,NA,NA,NA
EHA05391_bin.607.fa.gz,92.57620877430044,NA,NA,NA,NA,NA,823_0,NA,NA,1,NA,NA,NA,NA
nhnw_bin.200.fa.gz,95.85001884711096,NA,NA,NA,NA,NA,824_0,NA,NA,1,NA,NA,NA,NA
nhnw_bin.62.fa.gz,80.47561999893016,NA,NA,NA,NA,NA,825_0,NA,NA,1,NA,NA,NA,NA
EHA05391_bin.409.fa.gz,96.18404315222371,NA,NA,NA,NA,NA,826_0,NA,NA,1,NA,NA,NA,NA
nhnw_bin.206.fa.gz,96.67898871359276,NA,NA,NA,NA,NA,827_0,NA,NA,1,NA,NA,NA,NA
EHA05391_bin.408.fa.gz,87.73949579735279,NA,NA,NA,NA,NA,828_0,NA,NA,1,NA,NA,NA,NA
nhnw_bin.452.fa.gz,94.77805390465345,NA,NA,NA,NA,NA,829_0,NA,NA,1,NA,NA,NA,NA
nhnw_bin.380.fa.gz,79.94324620352644,NA,NA,NA,NA,NA,830_0,NA,NA,1,NA,NA,NA,NA
EHA05415_bin.72.fa.gz,97.28672377213242,NA,NA,NA,NA,NA,831_0,NA,NA,1,NA,NA,NA,NA
EHA05391_bin.269.fa.gz,78.58526225704863,NA,NA,NA,NA,NA,832_1,NA,NA,1,NA,NA,NA,NA
nhnw_bin.193.fa.gz,78.93295063400474,NA,NA,NA,NA,NA,832_2,NA,NA,1,NA,NA,NA,NA
EHA05391_bin.292.fa.gz,80.91488343638919,NA,NA,NA,NA,NA,833_0,NA,NA,1,NA,NA,NA,NA
nhnw_bin.398.fa.gz,94.03313449213002,NA,NA,NA,NA,NA,834_0,NA,NA,1,NA,NA,NA,NA
EHA05415_bin.232.fa.gz,76.83386652626662,NA,NA,NA,NA,NA,835_0,NA,NA,1,NA,NA,NA,NA
EHA05391_bin.420.fa.gz,67.48359575954355,NA,NA,NA,NA,NA,836_1,NA,NA,1,NA,NA,NA,NA
nhnw_bin.164.fa.gz,83.30548399766661,NA,NA,NA,NA,NA,836_2,NA,NA,1,NA,NA,NA,NA
nhnw_bin.549.fa.gz,90.76586174274063,NA,NA,NA,NA,NA,837_0,NA,NA,1,NA,NA,NA,NA
EHA05391_bin.473.fa.gz,92.48540604947756,NA,NA,NA,NA,NA,838_1,NA,NA,1,NA,NA,NA,NA
nhnw_bin.596.fa.gz,89.41736865073068,NA,NA,NA,NA,NA,838_2,NA,NA,1,NA,NA,NA,NA
EHA05415_bin.445.fa.gz,96.54656545612127,NA,NA,NA,NA,NA,839_0,NA,NA,1,NA,NA,NA,NA
EHA05391_bin.436.fa.gz,84.20112942531426,NA,NA,NA,NA,NA,840_0,NA,NA,1,NA,NA,NA,NA
nhnw_bin.502.fa.gz,85.57071054703323,NA,NA,NA,NA,NA,841_0,NA,NA,1,NA,NA,NA,NA
EHA05391_bin.200.fa.gz,70.85920498516559,NA,NA,NA,NA,NA,842_1,NA,NA,1,NA,NA,NA,NA
EHA05415_bin.34.fa.gz,100.09375942305333,NA,NA,NA,NA,NA,842_2,NA,NA,1,NA,NA,NA,NA
EHA05415_bin.444.fa.gz,82.78609147209524,NA,NA,NA,NA,NA,843_0,NA,NA,1,NA,NA,NA,NA
EHA05391_bin.112.fa.gz,66.91344237156488,NA,NA,NA,NA,NA,844_1,NA,NA,1,NA,NA,NA,NA
nhnw_bin.440.fa.gz,74.9237842380809,NA,NA,NA,NA,NA,844_2,NA,NA,1,NA,NA,NA,NA
nhnw_bin.34.fa.gz,72.2293426787935,NA,NA,NA,NA,NA,845_0,NA,NA,1,NA,NA,NA,NA
nhnw_bin.515.fa.gz,78.5303066253058,NA,NA,NA,NA,NA,846_0,NA,NA,1,NA,NA,NA,NA
EHA05415_bin.437.fa.gz,73.3269854667224,NA,NA,NA,NA,NA,847_0,NA,NA,1,NA,NA,NA,NA
nhnw_bin.504.fa.gz,74.18920979252474,NA,NA,NA,NA,NA,848_0,NA,NA,1,NA,NA,NA,NA
EHA05391_bin.330.fa.gz,74.02652005597855,NA,NA,NA,NA,NA,849_0,NA,NA,1,NA,NA,NA,NA
EHA05391_bin.489.fa.gz,87.92432295964115,NA,NA,NA,NA,NA,850_0,NA,NA,1,NA,NA,NA,NA
EHA05391_bin.79.fa.gz,94.28456542368666,NA,NA,NA,NA,NA,851_0,NA,NA,1,NA,NA,NA,NA
EHA05415_bin.164.fa.gz,73.5231910660751,NA,NA,NA,NA,NA,852_0,NA,NA,1,NA,NA,NA,NA
EHA05415_bin.43.fa.gz,76.09803881850195,NA,NA,NA,NA,NA,853_0,NA,NA,1,NA,NA,NA,NA
nhnw_bin.402.fa.gz,84.47736971705673,NA,NA,NA,NA,NA,854_0,NA,NA,1,NA,NA,NA,NA
EHA05391_bin.2.fa.gz,62.550592013651155,NA,NA,NA,NA,NA,855_1,NA,NA,1,NA,NA,NA,NA
nhnw_bin.361.fa.gz,47.67343821598658,NA,NA,NA,NA,NA,855_2,NA,NA,1,NA,NA,NA,NA
EHA05415_bin.178.fa.gz,82.2851057358209,NA,NA,NA,NA,NA,856_0,NA,NA,1,NA,NA,NA,NA
nhnw_bin.235.fa.gz,82.96910177557487,NA,NA,NA,NA,NA,857_0,NA,NA,1,NA,NA,NA,NA
EHA05391_bin.167.fa.gz,98.68785526989448,NA,NA,NA,NA,NA,858_1,NA,NA,1,NA,NA,NA,NA
nhnw_bin.177.fa.gz,94.09812485302595,NA,NA,NA,NA,NA,858_2,NA,NA,1,NA,NA,NA,NA
EHA05415_bin.256.fa.gz,78.61099199157134,NA,NA,NA,NA,NA,859_0,NA,NA,1,NA,NA,NA,NA
nhnw_bin.211.fa.gz,93.20759799071587,NA,NA,NA,NA,NA,860_0,NA,NA,1,NA,NA,NA,NA
EHA05415_bin.255.fa.gz,88.31392286736944,NA,NA,NA,NA,NA,861_0,NA,NA,1,NA,NA,NA,NA
nhnw_bin.344.fa.gz,46.42664754136825,NA,NA,NA,NA,NA,862_0,NA,NA,1,NA,NA,NA,NA
EHA05391_bin.135.fa.gz,60.02207221608565,NA,NA,NA,NA,NA,863_0,NA,NA,1,NA,NA,NA,NA
EHA05391_bin.281.fa.gz,85.03661277529105,NA,NA,NA,NA,NA,864_1,NA,NA,1,NA,NA,NA,NA
EHA05415_bin.452.fa.gz,54.74229007258853,NA,NA,NA,NA,NA,864_2,NA,NA,1,NA,NA,NA,NA
EHA05391_bin.429.fa.gz,71.98442797558731,NA,NA,NA,NA,NA,865_0,NA,NA,1,NA,NA,NA,NA
EHA05391_bin.471.fa.gz,90.93708021129865,NA,NA,NA,NA,NA,866_1,NA,NA,1,NA,NA,NA,NA
nhnw_bin.579.fa.gz,49.957194170595294,NA,NA,NA,NA,NA,866_2,NA,NA,1,NA,NA,NA,NA
EHA05415_bin.228.fa.gz,76.25177314113517,NA,NA,NA,NA,NA,866_3,NA,NA,1,NA,NA,NA,NA
EHA05391_bin.472.fa.gz,84.9109844438476,NA,NA,NA,NA,NA,867_0,NA,NA,1,NA,NA,NA,NA
EHA05391_bin.568.fa.gz,74.80738384876403,NA,NA,NA,NA,NA,868_0,NA,NA,1,NA,NA,NA,NA
nhnw_bin.202.fa.gz,91.97378531328468,NA,NA,NA,NA,NA,869_0,NA,NA,1,NA,NA,NA,NA
EHA05391_bin.437.fa.gz,90.34426437162716,NA,NA,NA,NA,NA,870_1,NA,NA,2,98.21,98.21,NA,NA
nhnw_bin.327.fa.gz,78.16138363638167,NA,NA,NA,NA,NA,870_2,NA,NA,1,NA,NA,NA,NA
nhnw_bin.49.fa.gz,95.303766943779,NA,NA,NA,NA,NA,871_0,NA,NA,1,NA,NA,NA,NA
EHA05415_bin.161.fa.gz,69.29081051677674,NA,NA,NA,NA,NA,872_0,NA,NA,1,NA,NA,NA,NA
EHA05415_bin.408.fa.gz,65.73037866165389,NA,NA,NA,NA,NA,873_0,NA,NA,1,NA,NA,NA,NA
EHA05415_bin.99.fa.gz,81.53369585110022,NA,NA,NA,NA,NA,874_0,NA,NA,1,NA,NA,NA,NA
EHA05391_bin.109.fa.gz,88.46941263900197,NA,NA,NA,NA,NA,875_1,NA,NA,1,NA,NA,NA,NA
EHA05415_bin.350.fa.gz,76.57063787861595,NA,NA,NA,NA,NA,875_2,NA,NA,1,NA,NA,NA,NA
EHA05391_bin.46.fa.gz,87.16616694525749,NA,NA,NA,NA,NA,876_0,NA,NA,1,NA,NA,NA,NA
EHA05391_bin.168.fa.gz,79.82015861078712,NA,NA,NA,NA,NA,877_1,NA,NA,1,NA,NA,NA,NA
EHA05415_bin.100.fa.gz,64.5741883544227,NA,NA,NA,NA,NA,877_2,NA,NA,1,NA,NA,NA,NA
EHA05391_bin.77.fa.gz,92.53225668714632,NA,NA,NA,NA,NA,878_0,NA,NA,1,NA,NA,NA,NA
EHA05391_bin.308.fa.gz,65.8400435068487,NA,NA,NA,NA,NA,879_1,NA,NA,1,NA,NA,NA,NA
nhnw_bin.470.fa.gz,94.97559016378351,NA,NA,NA,NA,NA,879_2,NA,NA,1,NA,NA,NA,NA
EHA05415_bin.220.fa.gz,68.76683636027369,NA,NA,NA,NA,NA,879_3,NA,NA,1,NA,NA,NA,NA
nhnw_bin.112.fa.gz,86.90132143407116,NA,NA,NA,NA,NA,880_0,NA,NA,1,NA,NA,NA,NA
EHA05391_bin.176.fa.gz,91.49694032506227,NA,NA,NA,NA,NA,881_0,NA,NA,1,NA,NA,NA,NA
EHA05391_bin.179.fa.gz,59.780917962028816,NA,NA,NA,NA,NA,882_0,NA,NA,1,NA,NA,NA,NA
EHA05391_bin.287.fa.gz,75.73721708429944,NA,NA,NA,NA,NA,883_1,NA,NA,1,NA,NA,NA,NA
nhnw_bin.117.fa.gz,90.65184051947763,NA,NA,NA,NA,NA,883_2,NA,NA,1,NA,NA,NA,NA
nhnw_bin.465.fa.gz,78.60040196740519,NA,NA,NA,NA,NA,884_0,NA,NA,1,NA,NA,NA,NA
EHA05415_bin.7.fa.gz,92.79044160777416,NA,NA,NA,NA,NA,885_0,NA,NA,1,NA,NA,NA,NA
nhnw_bin.26.fa.gz,94.83511488874107,NA,NA,NA,NA,NA,886_0,NA,NA,1,NA,NA,NA,NA
EHA05415_bin.458.fa.gz,73.17422938675779,NA,NA,NA,NA,NA,887_0,NA,NA,1,NA,NA,NA,NA
nhnw_bin.388.fa.gz,51.72426326360266,NA,NA,NA,NA,NA,888_0,NA,NA,1,NA,NA,NA,NA
EHA05391_bin.32.fa.gz,94.81021907358891,NA,NA,NA,NA,NA,889_1,NA,NA,1,NA,NA,NA,NA
nhnw_bin.351.fa.gz,69.57035132985972,NA,NA,NA,NA,NA,889_2,NA,NA,1,NA,NA,NA,NA
EHA05415_bin.231.fa.gz,77.85083606103413,NA,NA,NA,NA,NA,889_3,NA,NA,1,NA,NA,NA,NA
nhnw_bin.595.fa.gz,76.90937048034144,NA,NA,NA,NA,NA,890_0,NA,NA,1,NA,NA,NA,NA
EHA05391_bin.49.fa.gz,97.50503578441868,NA,NA,NA,NA,NA,891_0,NA,NA,1,NA,NA,NA,NA
EHA05415_bin.97.fa.gz,76.01955982686299,NA,NA,NA,NA,NA,892_0,NA,NA,1,NA,NA,NA,NA
EHA05391_bin.186.fa.gz,71.51856602169104,NA,NA,NA,NA,NA,893_0,NA,NA,1,NA,NA,NA,NA
EHA05415_bin.253.fa.gz,78.172538757387,NA,NA,NA,NA,NA,894_0,NA,NA,1,NA,NA,NA,NA
EHA05415_bin.74.fa.gz,77.45001312445645,NA,NA,NA,NA,NA,895_0,NA,NA,1,NA,NA,NA,NA
EHA05415_bin.151.fa.gz,89.4506007057997,NA,NA,NA,NA,NA,896_0,NA,NA,1,NA,NA,NA,NA
nhnw_bin.366.fa.gz,87.32416025465902,NA,NA,NA,NA,NA,897_0,NA,NA,1,NA,NA,NA,NA
EHA05415_bin.154.fa.gz,98.2821266406488,NA,NA,NA,NA,NA,898_0,NA,NA,1,NA,NA,NA,NA
nhnw_bin.72.fa.gz,72.67264796484902,NA,NA,NA,NA,NA,899_0,NA,NA,1,NA,NA,NA,NA
EHA05415_bin.96.fa.gz,87.10835422736885,NA,NA,NA,NA,NA,900_0,NA,NA,1,NA,NA,NA,NA
nhnw_bin.175.fa.gz,66.61997122657964,NA,NA,NA,NA,NA,901_0,NA,NA,1,NA,NA,NA,NA
EHA05391_bin.279.fa.gz,67.00603128871022,NA,NA,NA,NA,NA,902_1,NA,NA,1,NA,NA,NA,NA
nhnw_bin.525.fa.gz,91.4540284736404,NA,NA,NA,NA,NA,902_2,NA,NA,1,NA,NA,NA,NA
EHA05391_bin.270.fa.gz,80.32594263941526,NA,NA,NA,NA,NA,903_1,NA,NA,1,NA,NA,NA,NA
nhnw_bin.356.fa.gz,81.31880340453516,NA,NA,NA,NA,NA,903_2,NA,NA,1,NA,NA,NA,NA
EHA05415_bin.125.fa.gz,67.02434709513277,NA,NA,NA,NA,NA,903_3,NA,NA,1,NA,NA,NA,NA
EHA05391_bin.166.fa.gz,74.92404821324594,NA,NA,NA,NA,NA,904_0,NA,NA,1,NA,NA,NA,NA
nhnw_bin.364.fa.gz,89.04696860313723,NA,NA,NA,NA,NA,905_0,NA,NA,1,NA,NA,NA,NA
EHA05391_bin.177.fa.gz,72.80839464437666,NA,NA,NA,NA,NA,906_0,NA,NA,1,NA,NA,NA,NA
EHA05415_bin.202.fa.gz,63.43866840038768,NA,NA,NA,NA,NA,907_0,NA,NA,1,NA,NA,NA,NA
EHA05415_bin.30.fa.gz,89.81764131899912,NA,NA,NA,NA,NA,908_0,NA,NA,1,NA,NA,NA,NA
EHA05391_bin.493.fa.gz,77.31623524115193,NA,NA,NA,NA,NA,909_1,NA,NA,1,NA,NA,NA,NA
nhnw_bin.346.fa.gz,48.777561696855365,NA,NA,NA,NA,NA,909_2,NA,NA,1,NA,NA,NA,NA
EHA05415_bin.247.fa.gz,93.51732921943994,NA,NA,NA,NA,NA,910_0,NA,NA,1,NA,NA,NA,NA
nhnw_bin.75.fa.gz,73.37463383321658,NA,NA,NA,NA,NA,911_0,NA,NA,1,NA,NA,NA,NA
EHA05391_bin.492.fa.gz,78.18570669929056,NA,NA,NA,NA,NA,912_1,NA,NA,1,NA,NA,NA,NA
nhnw_bin.199.fa.gz,89.52216079912174,NA,NA,NA,NA,NA,912_2,NA,NA,1,NA,NA,NA,NA
EHA05391_bin.256.fa.gz,90.01585743923253,NA,NA,NA,NA,NA,913_0,NA,NA,1,NA,NA,NA,NA
nhnw_bin.247.fa.gz,74.79316961625625,NA,NA,NA,NA,NA,914_0,NA,NA,1,NA,NA,NA,NA
nhnw_bin.537.fa.gz,89.84567338206742,NA,NA,NA,NA,NA,915_0,NA,NA,1,NA,NA,NA,NA
EHA05391_bin.341.fa.gz,94.77188678944971,NA,NA,NA,NA,NA,916_1,NA,NA,1,NA,NA,NA,NA
nhnw_bin.84.fa.gz,78.53990035581529,NA,NA,NA,NA,NA,916_2,NA,NA,1,NA,NA,NA,NA
nhnw_bin.574.fa.gz,78.84948233870259,NA,NA,NA,NA,NA,917_0,NA,NA,1,NA,NA,NA,NA
EHA05391_bin.356.fa.gz,93.78970218617278,NA,NA,NA,NA,NA,918_0,NA,NA,1,NA,NA,NA,NA
EHA05415_bin.451.fa.gz,82.84771618123527,NA,NA,NA,NA,NA,919_0,NA,NA,1,NA,NA,NA,NA
nhnw_bin.95.fa.gz,89.76824787609878,NA,NA,NA,NA,NA,920_0,NA,NA,1,NA,NA,NA,NA
EHA05391_bin.622.fa.gz,76.23379317853717,NA,NA,NA,NA,NA,921_0,NA,NA,1,NA,NA,NA,NA
nhnw_bin.101.fa.gz,88.68113214558502,NA,NA,NA,NA,NA,922_0,NA,NA,1,NA,NA,NA,NA
EHA05391_bin.38.fa.gz,83.60204171798179,NA,NA,NA,NA,NA,923_0,NA,NA,1,NA,NA,NA,NA
nhnw_bin.593.fa.gz,87.38463591682242,NA,NA,NA,NA,NA,924_0,NA,NA,1,NA,NA,NA,NA
EHA05415_bin.257.fa.gz,71.01080149936543,NA,NA,NA,NA,NA,925_0,NA,NA,1,NA,NA,NA,NA
nhnw_bin.149.fa.gz,74.67982349384019,NA,NA,NA,NA,NA,926_0,NA,NA,1,NA,NA,NA,NA
EHA05391_bin.643.fa.gz,65.26455883117816,NA,NA,NA,NA,NA,927_1,NA,NA,1,NA,NA,NA,NA
nhnw_bin.185.fa.gz,81.36817417788849,NA,NA,NA,NA,NA,927_2,NA,NA,1,NA,NA,NA,NA
EHA05415_bin.196.fa.gz,66.57724907331834,NA,NA,NA,NA,NA,927_3,NA,NA,1,NA,NA,NA,NA
EHA05415_bin.258.fa.gz,85.02414441283356,NA,NA,NA,NA,NA,928_0,NA,NA,1,NA,NA,NA,NA
EHA05415_bin.412.fa.gz,76.18672902549758,NA,NA,NA,NA,NA,929_0,NA,NA,1,NA,NA,NA,NA
EHA05391_bin.272.fa.gz,95.38990933141069,NA,NA,NA,NA,NA,930_0,NA,NA,1,NA,NA,NA,NA
EHA05391_bin.355.fa.gz,76.2522413360751,NA,NA,NA,NA,NA,931_1,NA,NA,1,NA,NA,NA,NA
nhnw_bin.313.fa.gz,43.90505343017745,NA,NA,NA,NA,NA,931_2,NA,NA,1,NA,NA,NA,NA
EHA05415_bin.483.fa.gz,83.12148942766763,NA,NA,NA,NA,NA,932_0,NA,NA,1,NA,NA,NA,NA
nhnw_bin.287.fa.gz,82.04306658664217,NA,NA,NA,NA,NA,933_1,NA,NA,2,98.67,98.67,NA,NA
nhnw_bin.260.fa.gz,50.55379936486062,NA,NA,NA,NA,NA,934_0,NA,NA,1,NA,NA,NA,NA
nhnw_bin.300.fa.gz,81.08163751025288,NA,NA,NA,NA,NA,935_0,NA,NA,1,NA,NA,NA,NA
nhnw_bin.350.fa.gz,83.62667307980824,NA,NA,NA,NA,NA,936_0,NA,NA,1,NA,NA,NA,NA
EHA05415_bin.195.fa.gz,93.41378252673759,NA,NA,NA,NA,NA,937_0,NA,NA,1,NA,NA,NA,NA
nhnw_bin.166.fa.gz,71.19804039135803,NA,NA,NA,NA,NA,938_0,NA,NA,1,NA,NA,NA,NA
EHA05391_bin.189.fa.gz,71.87278915202602,NA,NA,NA,NA,NA,939_0,NA,NA,1,NA,NA,NA,NA
nhnw_bin.151.fa.gz,84.08732239266494,NA,NA,NA,NA,NA,940_0,NA,NA,1,NA,NA,NA,NA
nhnw_bin.69.fa.gz,92.20639391953623,NA,NA,NA,NA,NA,941_0,NA,NA,1,NA,NA,NA,NA
EHA05391_bin.232.fa.gz,96.61526495909891,NA,NA,NA,NA,NA,942_1,NA,NA,2,98.34,98.34,NA,NA
EHA05415_bin.194.fa.gz,74.54439347532958,NA,NA,NA,NA,NA,942_2,NA,NA,1,NA,NA,NA,NA
EHA05391_bin.588.fa.gz,66.41211816865439,NA,NA,NA,NA,NA,943_0,NA,NA,1,NA,NA,NA,NA
nhnw_bin.527.fa.gz,87.00836375505678,NA,NA,NA,NA,NA,944_0,NA,NA,1,NA,NA,NA,NA
nhnw_bin.86.fa.gz,72.40147787530229,NA,NA,NA,NA,NA,945_0,NA,NA,1,NA,NA,NA,NA
nhnw_bin.4.fa.gz,80.09826035305164,NA,NA,NA,NA,NA,946_0,NA,NA,1,NA,NA,NA,NA
EHA05415_bin.251.fa.gz,71.18043223763256,NA,NA,NA,NA,NA,947_0,NA,NA,1,NA,NA,NA,NA
nhnw_bin.532.fa.gz,87.82622878910038,NA,NA,NA,NA,NA,948_0,NA,NA,1,NA,NA,NA,NA
EHA05415_bin.150.fa.gz,92.27500283955212,NA,NA,NA,NA,NA,949_0,NA,NA,1,NA,NA,NA,NA
nhnw_bin.310.fa.gz,87.43475532156874,NA,NA,NA,NA,NA,950_0,NA,NA,1,NA,NA,NA,NA
EHA05391_bin.187.fa.gz,80.90015119258933,NA,NA,NA,NA,NA,951_1,NA,NA,1,NA,NA,NA,NA
EHA05415_bin.229.fa.gz,90.66383139229204,NA,NA,NA,NA,NA,951_2,NA,NA,1,NA,NA,NA,NA
EHA05415_bin.230.fa.gz,81.3714850056551,NA,NA,NA,NA,NA,952_0,NA,NA,1,NA,NA,NA,NA
EHA05391_bin.193.fa.gz,70.51944421235254,NA,NA,NA,NA,NA,953_0,NA,NA,1,NA,NA,NA,NA
EHA05391_bin.311.fa.gz,95.04227497385128,NA,NA,NA,NA,NA,954_0,NA,NA,1,NA,NA,NA,NA
EHA05415_bin.431.fa.gz,101.37235602113205,NA,NA,NA,NA,NA,955_1,NA,NA,2,99.23,99.23,NA,NA
