Genome	B2_1_23_RUNR Read Count	B2_1_23_RUNR Covered Fraction	B2_1_23_RUNR Length	B120_23_EFNP_TC Read Count	B120_23_EFNP_TC Covered Fraction	B120_23_EFNP_TC Length	B362F_22_EFNP_WH Read Count	B362F_22_EFNP_WH Covered Fraction	B362F_22_EFNP_WH Length	B18F_22_EFNP_N1 Read Count	B18F_22_EFNP_N1 Covered Fraction	B18F_22_EFNP_N1 Length	B357_23_EFNP_TE Read Count	B357_23_EFNP_TE Covered Fraction	B357_23_EFNP_TE Length	B111F_22_EFNP_N1 Read Count	B111F_22_EFNP_N1 Covered Fraction	B111F_22_EFNP_N1 Length	B31_23_EFNP_N31 Read Count	B31_23_EFNP_N31 Covered Fraction	B31_23_EFNP_N31 Length	B407_23_EFNP_DW Read Count	B407_23_EFNP_DW Covered Fraction	B407_23_EFNP_DW Length	B201_23_EFNP_BB Read Count	B201_23_EFNP_BB Covered Fraction	B201_23_EFNP_BB Length	B33_23_RUNR Read Count	B33_23_RUNR Covered Fraction	B33_23_RUNR Length	B462_23_EFNP_CV Read Count	B462_23_EFNP_CV Covered Fraction	B462_23_EFNP_CV Length	B218_23_EFNP_N96 Read Count	B218_23_EFNP_N96 Covered Fraction	B218_23_EFNP_N96 Length	B246F_22_EFNP_N1 Read Count	B246F_22_EFNP_N1 Covered Fraction	B246F_22_EFNP_N1 Length	B184F_22_EFNP_BB Read Count	B184F_22_EFNP_BB Covered Fraction	B184F_22_EFNP_BB Length	B109_23_EFNP_N1 Read Count	B109_23_EFNP_N1 Covered Fraction	B109_23_EFNP_N1 Length	B163F_22_EFNP_N1 Read Count	B163F_22_EFNP_N1 Covered Fraction	B163F_22_EFNP_N1 Length	B39_23_RUNR Read Count	B39_23_RUNR Covered Fraction	B39_23_RUNR Length	B382_23_EFNP_CC Read Count	B382_23_EFNP_CC Covered Fraction	B382_23_EFNP_CC Length	B11_23_RUNR Read Count	B11_23_RUNR Covered Fraction	B11_23_RUNR Length	B63_23_RUNR Read Count	B63_23_RUNR Covered Fraction	B63_23_RUNR Length	FS1_1_23_RUNR Read Count	FS1_1_23_RUNR Covered Fraction	FS1_1_23_RUNR Length	B441_23_EFNP_RE Read Count	B441_23_EFNP_RE Covered Fraction	B441_23_EFNP_RE Length	No_69_road_23_EFNP_N69 Read Count	No_69_road_23_EFNP_N69 Covered Fraction	No_69_road_23_EFNP_N69 Length	B461F_22_EFNP_BB Read Count	B461F_22_EFNP_BB Covered Fraction	B461F_22_EFNP_BB Length	B19_1_23_RUNR Read Count	B19_1_23_RUNR Covered Fraction	B19_1_23_RUNR Length	B19_2_23_RUNR Read Count	B19_2_23_RUNR Covered Fraction	B19_2_23_RUNR Length	B466F_22_EFNP_N1 Read Count	B466F_22_EFNP_N1 Covered Fraction	B466F_22_EFNP_N1 Length	B363_23_EFNP_WH Read Count	B363_23_EFNP_WH Covered Fraction	B363_23_EFNP_WH Length	B6_23_RUNR Read Count	B6_23_RUNR Covered Fraction	B6_23_RUNR Length	FS11F_22_EFNP_N1 Read Count	FS11F_22_EFNP_N1 Covered Fraction	FS11F_22_EFNP_N1 Length	B361_23_EFNP_N88 Read Count	B361_23_EFNP_N88 Covered Fraction	B361_23_EFNP_N88 Length	B478_23_EFNP_NB Read Count	B478_23_EFNP_NB Covered Fraction	B478_23_EFNP_NB Length	B83F_22_EFNP_WH Read Count	B83F_22_EFNP_WH Covered Fraction	B83F_22_EFNP_WH Length	B369F_22_EFNP_CV Read Count	B369F_22_EFNP_CV Covered Fraction	B369F_22_EFNP_CV Length	B250F_22_EFNP_CV Read Count	B250F_22_EFNP_CV Covered Fraction	B250F_22_EFNP_CV Length	B29F_22_EFNP_BB Read Count	B29F_22_EFNP_BB Covered Fraction	B29F_22_EFNP_BB Length	B523F_22_EFNP_DW Read Count	B523F_22_EFNP_DW Covered Fraction	B523F_22_EFNP_DW Length	B220_23_EFNP_FF Read Count	B220_23_EFNP_FF Covered Fraction	B220_23_EFNP_FF Length	B458_23_EFNP_N1 Read Count	B458_23_EFNP_N1 Covered Fraction	B458_23_EFNP_N1 Length	B534F_22_EFNP_CC Read Count	B534F_22_EFNP_CC Covered Fraction	B534F_22_EFNP_CC Length	B328_23_EFNP_CC Read Count	B328_23_EFNP_CC Covered Fraction	B328_23_EFNP_CC Length
nhnw_bin.189	721	0.031256635	1681659	4049	0.17686999	1681659	12520	0.38480392	1681659	3564	0.10395925	1681659	2789	0.13168842	1681659	6708	0.29657498	1681659	6251	0.25557142	1681659	2966	0.1404494	1681659	9889	0.25766283	1681659	18811	0.43887436	1681659	8904	0.3790715	1681659	63030	0.9293787	1681659	27914	0.72682273	1681659	6976	0.26596653	1681659	13766	0.53881973	1681659	3877	0.14195922	1681659	15467	0.5351269	1681659	9864	0.3886436	1681659	3855	0.13008107	1681659	6067	0.29515794	1681659	6105	0.22740698	1681659	8636	0.37141597	1681659	9628	0.37822115	1681659	5413	0.2127875	1681659	45283	0.85778743	1681659	1624	0.06760943	1681659	1992	0.08507968	1681659	25696	0.71192795	1681659	28732	0.7200711	1681659	11095	0.36573884	1681659	15926	0.56557304	1681659	549	0.02029246	1681659	23762	0.5332347	1681659	6058	0.09978955	1681659	58125	0.8964624	1681659	11320	0.38822675	1681659	14821	0.4800022	1681659	5276	0.18920483	1681659	10767	0.42413118	1681659	1284	0.060163207	1681659	5431	0.19090018	1681659
nhnw_bin.18	2220	0.08422988	2383323	3162	0.11970346	2383323	17389	0.41807133	2383323	22941	0.5606122	2383323	6356	0.20219332	2383323	7955	0.25603202	2383323	3662	0.13347162	2383323	4639	0.1731276	2383323	54839	0.72868514	2383323	4250	0.09393901	2383323	26104	0.6426972	2383323	33326	0.6696763	2383323	60573	0.8620657	2383323	4397	0.1540513	2383323	28265	0.6697384	2383323	79836	0.9234988	2383323	19208	0.49044508	2383323	5233	0.17983799	2383323	3513	0.09411607	2383323	10246	0.31719998	2383323	2395	0.07304801	2383323	13841	0.44201016	2383323	8444	0.27735478	2383323	12924	0.37139407	2383323	10003	0.28538474	2383323	605	0.018836726	2383323	22038	0.51343733	2383323	29442	0.6534708	2383323	28005	0.57192206	2383323	9216	0.27879143	2383323	24392	0.56758523	2383323	526	0.013426632	2383323	110427	0.9193567	2383323	5418	0.16343315	2383323	35400	0.6929682	2383323	6090	0.18621102	2383323	88651	0.9209104	2383323	6597	0.18144499	2383323	13895	0.42178127	2383323	7069	0.24981087	2383323	10896	0.33043948	2383323
nhnw_bin.190	66381	0.9004359	2230051	223664	0.94148207	2230051	164216	0.9565225	2230051	23931	0.59039414	2230051	58602	0.87533337	2230051	59123	0.8929141	2230051	255711	0.9718984	2230051	131127	0.96399367	2230051	560550	0.9488178	2230051	88346	0.86404526	2230051	76611	0.9309469	2230051	764566	0.9889442	2230051	27254	0.6243893	2230051	234077	0.97571355	2230051	88743	0.950976	2230051	32672	0.72293323	2230051	102962	0.9515787	2230051	53143	0.85215807	2230051	39323	0.68808156	2230051	25556	0.65705854	2230051	25849	0.5854763	2230051	160131	0.95520234	2230051	531575	0.958709	2230051	30860	0.6879148	2230051	214754	0.97129256	2230051	3498	0.10899975	2230051	33798	0.6905676	2230051	136709	0.9662353	2230051	95330	0.9174642	2230051	34843	0.69589394	2230051	194448	0.95103383	2230051	1809	0.05021544	2230051	126119	0.95060563	2230051	283157	0.9565862	2230051	180195	0.9728831	2230051	69706	0.9055403	2230051	7943	0.24864589	2230051	103500	0.9275595	2230051	129010	0.9680101	2230051	23512	0.63459045	2230051	147896	0.9656008	2230051
nhnw_bin.191	21032	0.69517314	1734634	22125	0.7026595	1734634	9974	0.3793492	1734634	9996	0.3843981	1734634	7615	0.32840934	1734634	818	0.027157314	1734634	53585	0.95015085	1734634	247	0.0025642298	1734634	35327	0.78495866	1734634	27065	0.57104784	1734634	13458	0.5190386	1734634	115379	0.99201673	1734634	4023	0.16252823	1734634	1647	0.07048461	1734634	2399	0.11356632	1734634	3451	0.1602805	1734634	71987	0.9654152	1734634	14700	0.55304575	1734634	44440	0.8271676	1734634	7398	0.33680996	1734634	11581	0.4048808	1734634	5590	0.25806424	1734634	68022	0.96276623	1734634	1613	0.07201058	1734634	138876	0.9920652	1734634	5450	0.20973012	1734634	1627	0.05919116	1734634	56492	0.9441646	1734634	18944	0.54782736	1734634	4074	0.17379804	1734634	34647	0.8508129	1734634	556	0.01835661	1734634	1404	0.02048732	1734634	1224	0.05045445	1734634	2144	0.009481539	1734634	2037	0.088116	1734634	797	0.014106723	1734634	7358	0.26739186	1734634	21101	0.6887234	1734634	776	0.036344267	1734634	18168	0.61223173	1734634
nhnw_bin.192	396	0.01248536	1660665	3363	0.08952498	1660665	20706	0.5549789	1660665	3981	0.12312417	1660665	8223	0.3597836	1660665	17674	0.5701493	1660665	3410	0.09203482	1660665	1172	0.06601572	1660665	6001	0.06483788	1660665	2103	0.03178305	1660665	17374	0.5694954	1660665	12093	0.06834973	1660665	32107	0.7639283	1660665	9703	0.3609048	1660665	2832	0.11637868	1660665	3695	0.1486236	1660665	1998	0.025113434	1660665	2524	0.09718938	1660665	534	0.016568664	1660665	450	0.017847067	1660665	558	0.018815354	1660665	4348	0.23237076	1660665	2602	0.076090604	1660665	8722	0.28384534	1660665	3097	0.04206929	1660665	125	0.0055802944	1660665	4279	0.04610683	1660665	3719	0.051697966	1660665	3970	0.03877242	1660665	13108	0.41570035	1660665	1014	0.033767797	1660665	41	0.0011718197	1660665	5782	0.11336784	1660665	2414	0.04473991	1660665	38476	0.093595035	1660665	20632	0.6063715	1660665	4308	0.042227663	1660665	4069	0.16211939	1660665	15773	0.59049416	1660665	8361	0.30529097	1660665	2618	0.04929772	1660665
nhnw_bin.193	8930	0.30209014	2360461	1534	0.059571415	2360461	17820	0.45293993	2360461	14848	0.43095267	2360461	6611	0.22268362	2360461	3791	0.13601835	2360461	11070	0.35873333	2360461	612	0.024527837	2360461	98465	0.95012796	2360461	14830	0.29117194	2360461	15546	0.4585655	2360461	49048	0.8129882	2360461	24403	0.58109415	2360461	7482	0.25660327	2360461	9603	0.3254627	2360461	50270	0.85375273	2360461	27916	0.63576186	2360461	5834	0.2034844	2360461	15263	0.3619488	2360461	3090	0.121235214	2360461	3342	0.09900185	2360461	38693	0.7978755	2360461	5980	0.2115108	2360461	8095	0.263926	2360461	68152	0.88239753	2360461	821	0.026489317	2360461	15123	0.39777866	2360461	5789	0.20609576	2360461	37072	0.6743564	2360461	7904	0.24641374	2360461	9536	0.32488528	2360461	284	0.007462949	2360461	44449	0.71420157	2360461	8019	0.23112053	2360461	58913	0.8619045	2360461	4166	0.13381284	2360461	4037	0.1302466	2360461	1501	0.046425253	2360461	8711	0.30309123	2360461	4776	0.17770343	2360461	9626	0.3114756	2360461
nhnw_bin.194	121	0.0013108128	1784389	386	0.0020253432	1784389	508	0.002081945	1784389	75515	0.958634	1784389	56	0.0010670319	1784389	332	0.0107179545	1784389	148	0.0015742083	1784389	81	0.0011847193	1784389	2946	0.05864192	1784389	172	0.0016902144	1784389	9058	0.34460256	1784389	1377	0.0033204644	1784389	1915	0.0032739497	1784389	592	0.004296709	1784389	19550	0.6561254	1784389	52184	0.9167502	1784389	24908	0.6524138	1784389	311	0.0063254144	1784389	234	0.001802858	1784389	9200	0.38755563	1784389	84	0.001160061	1784389	283	0.0031803604	1784389	620	0.0019384787	1784389	207	0.0019311933	1784389	330	0.0025650237	1784389	21	0.00047691393	1784389	378	0.003123198	1784389	385	0.0020287056	1784389	812	0.0028704503	1784389	550	0.0015702854	1784389	505	0.0018482517	1784389	29	0.00038108282	1784389	2404	0.004757371	1784389	388	0.0020146952	1784389	1505	0.0031388896	1784389	1106	0.005364301	1784389	1711	0.002484884	1784389	166	0.001909337	1784389	543	0.0012222672	1784389	252	0.0018437684	1784389	334	0.0015814938	1784389
nhnw_bin.195	64	0.0016004503	1560186	69	0.002033091	1560186	5806	0.15546224	1560186	30321	0.7739103	1560186	49	0.0016985154	1560186	36044	0.8671485	1560186	2813	0.09791204	1560186	154	0.0048430124	1560186	662	0.006235795	1560186	760	0.007119664	1560186	168	0.004997481	1560186	1410	0.027673624	1560186	611	0.005541647	1560186	1935	0.028566467	1560186	4562	0.16675512	1560186	80225	0.9738941	1560186	1144	0.033567794	1560186	1193	0.073825814	1560186	442	0.0072004236	1560186	43	0.0019331028	1560186	63	0.0022945981	1560186	76	0.0022228118	1560186	454	0.008741265	1560186	27645	0.79243755	1560186	490	0.009164933	1560186	72	0.0019151563	1560186	37148	0.8489789	1560186	1215	0.059523672	1560186	407	0.008210559	1560186	76	0.002334337	1560186	156	0.005551902	1560186	91	0.0026176367	1560186	24336	0.6087024	1560186	676	0.012580551	1560186	1749	0.024703465	1560186	1274	0.02405867	1560186	166	0.0038944075	1560186	114	0.0032252565	1560186	1406	0.043091018	1560186	399	0.0112531455	1560186	393	0.007559355	1560186
nhnw_bin.196	625	0.041895118	1292227	157	0.0014115167	1292227	3341	0.16944546	1292227	241	0.0025614696	1292227	16142	0.7000109	1292227	18774	0.7433377	1292227	1324	0.08264647	1292227	6436	0.4115438	1292227	16177	0.5730657	1292227	315	0.012712937	1292227	1447	0.09135779	1292227	291	0.007120266	1292227	13545	0.5594729	1292227	5405	0.3344273	1292227	3420	0.2302676	1292227	447	0.0029607802	1292227	665	0.034515608	1292227	675	0.042881012	1292227	819	0.039228402	1292227	3793	0.25452262	1292227	484	0.029417433	1292227	182	0.004093708	1292227	209	0.013077424	1292227	287	0.0022465093	1292227	1251	0.07526619	1292227	50	0.0030768588	1292227	138	0.0018239829	1292227	1650	0.11783843	1292227	272	0.014863487	1292227	12195	0.5431832	1292227	4284	0.28877047	1292227	60	0.003401879	1292227	4340	0.18355677	1292227	190	0.0023602664	1292227	560	0.0029615539	1292227	6885	0.36027494	1292227	724	0.0022426401	1292227	16	0.000778501	1292227	82	0.0019570864	1292227	3527	0.22756992	1292227	2934	0.1868356	1292227
nhnw_bin.197	1434	0.07254413	1689675	1328	0.064846195	1689675	31841	0.78183675	1689675	20455	0.65342563	1689675	1045	0.047493156	1689675	1516	0.06874399	1689675	4554	0.21751757	1689675	1059	0.045432996	1689675	9049	0.28962553	1689675	3409	0.09729386	1689675	14302	0.5554873	1689675	13413	0.46269313	1689675	29426	0.76357406	1689675	11439	0.4604199	1689675	7724	0.37180108	1689675	24872	0.7450303	1689675	14373	0.5102697	1689675	1322	0.067323595	1689675	3158	0.11805347	1689675	1533	0.08826372	1689675	1832	0.07953423	1689675	4202	0.21024458	1689675	3827	0.16822821	1689675	19848	0.658226	1689675	20861	0.6267957	1689675	363	0.015097578	1689675	4774	0.17481942	1689675	6723	0.30017135	1689675	7908	0.29505318	1689675	9757	0.37558228	1689675	2595	0.12976341	1689675	145	0.0055205883	1689675	13495	0.404331	1689675	2661	0.09542131	1689675	84863	0.97902083	1689675	6225	0.2561812	1689675	30348	0.77099025	1689675	1440	0.06140116	1689675	2694	0.13904567	1689675	5151	0.24806428	1689675	3140	0.14629796	1689675
nhnw_bin.198	2413	0.11092248	1857847	4507	0.21333134	1857847	24988	0.65360385	1857847	11215	0.35168505	1857847	2921	0.1309435	1857847	9895	0.36516786	1857847	17351	0.58324015	1857847	3909	0.18416747	1857847	80809	0.9465602	1857847	11734	0.29074085	1857847	4580	0.19731764	1857847	63937	0.9184653	1857847	15820	0.3628275	1857847	12208	0.39852744	1857847	17519	0.60450137	1857847	22042	0.6072744	1857847	18354	0.5461779	1857847	5951	0.261957	1857847	13973	0.40201965	1857847	5885	0.268788	1857847	2260	0.08863593	1857847	27600	0.76489455	1857847	3474	0.13988289	1857847	9789	0.3688011	1857847	6983	0.23326948	1857847	1273	0.050793204	1857847	31005	0.74232537	1857847	15431	0.5311632	1857847	15220	0.46339875	1857847	10223	0.24728571	1857847	10420	0.4159702	1857847	792	0.025824517	1857847	16350	0.3811385	1857847	3016	0.11311373	1857847	86782	0.94800705	1857847	20098	0.54253393	1857847	20204	0.5161017	1857847	4075	0.15048225	1857847	11448	0.45291835	1857847	7122	0.2938692	1857847	17481	0.5716122	1857847
nhnw_bin.199	18898	0.571886	2085998	5246	0.21026386	2085998	22055	0.52119994	2085998	14601	0.36688194	2085998	2299	0.08491859	2085998	4508	0.11511756	2085998	5119	0.15371539	2085998	2239	0.046408962	2085998	18868	0.16654523	2085998	45204	0.6692341	2085998	8984	0.25936842	2085998	31256	0.4938974	2085998	35195	0.7213967	2085998	26768	0.68335396	2085998	8615	0.28477496	2085998	9386	0.2298449	2085998	15700	0.4047142	2085998	7122	0.23216465	2085998	3135	0.062184144	2085998	4970	0.18594888	2085998	7723	0.23362726	2085998	10860	0.30277067	2085998	2153	0.057764675	2085998	6189	0.18504092	2085998	42492	0.7564552	2085998	605	0.022734921	2085998	8191	0.24450503	2085998	9852	0.3064164	2085998	35446	0.6683118	2085998	7971	0.24529314	2085998	3126	0.06127283	2085998	159	0.0045834174	2085998	62227	0.8030746	2085998	5880	0.16894935	2085998	73496	0.74318624	2085998	4547	0.11207154	2085998	33091	0.67751074	2085998	1632	0.034783352	2085998	7339	0.24618192	2085998	4426	0.113588795	2085998	9392	0.3026508	2085998
nhnw_bin.19	1121	0.06813655	1441884	4004	0.22837344	1441884	4241	0.18013655	1441884	10600	0.4435974	1441884	9386	0.44746664	1441884	8492	0.39563376	1441884	8546	0.40939492	1441884	5916	0.33430985	1441884	48966	0.9090267	1441884	9224	0.2980642	1441884	10791	0.48888606	1441884	52598	0.9429968	1441884	15450	0.56998205	1441884	5059	0.23032574	1441884	14834	0.6044855	1441884	8677	0.40067717	1441884	4309	0.19447888	1441884	18740	0.7130567	1441884	10019	0.3629314	1441884	7154	0.38715875	1441884	3964	0.18180242	1441884	2183	0.1245544	1441884	5499	0.290531	1441884	4651	0.22235006	1441884	10285	0.4098284	1441884	633	0.033390343	1441884	6803	0.3101796	1441884	16408	0.6563933	1441884	62248	0.9540095	1441884	6515	0.30525964	1441884	10948	0.52308506	1441884	352	0.015076109	1441884	5148	0.17401053	1441884	5574	0.25423542	1441884	16383	0.43122748	1441884	10179	0.4208716	1441884	26204	0.74484634	1441884	6434	0.27251706	1441884	2113	0.10903998	1441884	5512	0.29064614	1441884	9138	0.4289839	1441884
nhnw_bin.1	123	0.0041497205	2578246	8404	0.26459152	2578246	35460	0.64529604	2578246	786	0.009395147	2578246	2775	0.09161655	2578246	426	0.00850268	2578246	337	0.007422876	2578246	432	0.011586172	2578246	2491	0.026032038	2578246	25363	0.4113149	2578246	2591	0.08435851	2578246	1388	0.015296058	2578246	2409	0.0589168	2578246	536	0.009836921	2578246	447	0.00961933	2578246	770	0.009836532	2578246	15902	0.40151483	2578246	137	0.0031009454	2578246	54122	0.7554376	2578246	6173	0.2065633	2578246	6388	0.17230086	2578246	771	0.01910097	2578246	9688	0.29150128	2578246	8669	0.2613583	2578246	53406	0.79328	2578246	2769	0.077918865	2578246	734	0.008524012	2578246	38539	0.69918346	2578246	28812	0.5595851	2578246	13282	0.341372	2578246	7367	0.2400989	2578246	89	0.0019171949	2578246	60607	0.721589	2578246	8857	0.2351878	2578246	5986	0.07110222	2578246	855	0.014864369	2578246	842	0.010569977	2578246	298	0.0065311845	2578246	790	0.021164	2578246	5461	0.17747608	2578246	1303	0.041601926	2578246
nhnw_bin.200	21	0.00087658456	1639317	413	0.015199013	1639317	3317	0.13242893	1639317	16375	0.5544126	1639317	48	0.002535812	1639317	2961	0.14306629	1639317	612	0.021406475	1639317	101	0.0068308935	1639317	1412	0.051756922	1639317	16	0.0005959799	1639317	103	0.0053418586	1639317	979	0.04514441	1639317	2234	0.09222316	1639317	50552	0.9376588	1639317	28	0.0014201036	1639317	30046	0.80499685	1639317	79	0.0025968133	1639317	195	0.011093034	1639317	30	0.0013444624	1639317	8	0.00023363388	1639317	16	0.00045872762	1639317	146	0.006912025	1639317	1956	0.090061896	1639317	3412	0.17116885	1639317	104	0.0023088884	1639317	4	0.00003660061	1639317	1438	0.06782459	1639317	711	0.04013623	1639317	25	0.0007881331	1639317	11373	0.43348357	1639317	130	0.007085268	1639317	2	0.00014823246	1639317	20047	0.56395805	1639317	92569	0.9872709	1639317	319	0.008225377	1639317	13295	0.47541264	1639317	245	0.011805526	1639317	304	0.012378936	1639317	46	0.0028121467	1639317	1519	0.083511606	1639317	244	0.00961864	1639317
nhnw_bin.201	2593	0.08962212	1647350	4041	0.10874253	1647350	15942	0.4124697	1647350	20688	0.52124137	1647350	3142	0.1120278	1647350	12588	0.46107143	1647350	4810	0.1147801	1647350	4992	0.21136431	1647350	23557	0.46950495	1647350	14877	0.32651713	1647350	5323	0.17940389	1647350	42546	0.76702946	1647350	20736	0.5229739	1647350	15286	0.46848756	1647350	1745	0.0099930195	1647350	22854	0.6017234	1647350	8787	0.2071181	1647350	5629	0.21746442	1647350	6849	0.18082435	1647350	4255	0.17917746	1647350	2920	0.100074664	1647350	8896	0.26543295	1647350	8178	0.19912526	1647350	9756	0.34495947	1647350	13044	0.3291887	1647350	595	0.016647343	1647350	27872	0.69272405	1647350	8372	0.26386863	1647350	7178	0.1251076	1647350	16239	0.4837527	1647350	10931	0.39456096	1647350	282	0.00871703	1647350	32053	0.6153252	1647350	21544	0.57629406	1647350	82768	0.9270726	1647350	15697	0.45656478	1647350	16973	0.40472943	1647350	3647	0.09840956	1647350	7870	0.2986645	1647350	20211	0.65668315	1647350	12540	0.43466234	1647350
nhnw_bin.202	1267	0.055234723	1968490	1862	0.085019484	1968490	23425	0.61680883	1968490	6582	0.22372377	1968490	1998	0.08684118	1968490	13220	0.47455868	1968490	5633	0.23077282	1968490	2438	0.113032326	1968490	35368	0.7301602	1968490	12601	0.29142338	1968490	70107	0.96054184	1968490	9990	0.29512012	1968490	22662	0.6102591	1968490	6048	0.23773247	1968490	42428	0.8826644	1968490	14936	0.49153665	1968490	19208	0.5697062	1968490	4346	0.18385361	1968490	468	0.008609645	1968490	2603	0.11754441	1968490	1435	0.049908813	1968490	18888	0.615295	1968490	3936	0.16801202	1968490	7977	0.306536	1968490	6580	0.2160331	1968490	452	0.013618052	1968490	4332	0.15509045	1968490	9502	0.3515314	1968490	9517	0.28961134	1968490	8735	0.30509883	1968490	6414	0.26156953	1968490	699	0.021745093	1968490	52527	0.8306214	1968490	2187	0.08247794	1968490	101356	0.9763885	1968490	13423	0.42263713	1968490	60953	0.9143704	1968490	2219	0.076316364	1968490	55388	0.93712085	1968490	14187	0.51227033	1968490	7181	0.27956504	1968490
nhnw_bin.203	498	0.030997617	1598639	1933	0.11356223	1598639	6548	0.28693783	1598639	8305	0.37065592	1598639	2461	0.12903476	1598639	1436	0.07730576	1598639	3416	0.18588062	1598639	2290	0.13071494	1598639	4799	0.21254079	1598639	715	0.022404684	1598639	561	0.030318916	1598639	2505	0.1116187	1598639	610	0.027866203	1598639	13524	0.56688595	1598639	129	0.006554951	1598639	14060	0.5729499	1598639	1674	0.08574356	1598639	606	0.037259195	1598639	2460	0.107560866	1598639	43	0.002671022	1598639	366	0.016691698	1598639	728	0.043419432	1598639	11925	0.49290615	1598639	914	0.04770871	1598639	5425	0.23739506	1598639	122	0.0054446314	1598639	397	0.017235287	1598639	8187	0.3892317	1598639	573	0.026064046	1598639	4629	0.21355917	1598639	2695	0.15178348	1598639	47	0.0017195877	1598639	5206	0.19308299	1598639	15359	0.5454108	1598639	21684	0.666704	1598639	11025	0.45178056	1598639	1073	0.050046947	1598639	1686	0.073997945	1598639	1179	0.06973807	1598639	1227	0.075955234	1598639	728	0.040651456	1598639
nhnw_bin.204	1363	0.07908823	1505913	2342	0.13194056	1505913	17405	0.60121006	1505913	7632	0.33315137	1505913	1357	0.07547448	1505913	4513	0.23259245	1505913	18021	0.68349767	1505913	1128	0.06868458	1505913	10809	0.37199625	1505913	7933	0.2391287	1505913	12724	0.5434298	1505913	8122	0.25969693	1505913	19253	0.63882905	1505913	11212	0.50130785	1505913	3749	0.2134632	1505913	10630	0.4627306	1505913	18356	0.6337604	1505913	1401	0.06780139	1505913	2869	0.10310423	1505913	3416	0.19689384	1505913	1683	0.07962611	1505913	20685	0.7393973	1505913	4117	0.20332915	1505913	6170	0.3047613	1505913	9736	0.39047143	1505913	261	0.010999307	1505913	7293	0.32575652	1505913	5081	0.2464465	1505913	6966	0.25648826	1505913	5662	0.245815	1505913	4605	0.24186788	1505913	153	0.0063217464	1505913	31146	0.7060341	1505913	4201	0.19181652	1505913	46029	0.8879683	1505913	5242	0.23416558	1505913	20784	0.6424209	1505913	2178	0.09722009	1505913	4039	0.19950423	1505913	4594	0.23767708	1505913	2604	0.13071936	1505913
nhnw_bin.205	722	0.06368157	1147993	1134	0.09072965	1147993	10252	0.51832634	1147993	3954	0.2660356	1147993	2685	0.20017457	1147993	7572	0.46405858	1147993	6699	0.4309129	1147993	2035	0.1618625	1147993	18970	0.72523093	1147993	3612	0.16233025	1147993	2896	0.21255443	1147993	14871	0.6383227	1147993	7287	0.4068239	1147993	4756	0.32534257	1147993	7571	0.4849777	1147993	9296	0.5266992	1147993	2988	0.1956937	1147993	2138	0.16322486	1147993	4159	0.21817642	1147993	1819	0.14584148	1147993	1153	0.076565795	1147993	4728	0.33816496	1147993	1188	0.08757806	1147993	4998	0.32516313	1147993	2790	0.17383207	1147993	313	0.019936534	1147993	18257	0.7293537	1147993	7491	0.46545407	1147993	6100	0.3311658	1147993	2279	0.14711326	1147993	4328	0.30323964	1147993	128	0.006759623	1147993	6658	0.3029252	1147993	4242	0.25874636	1147993	56926	0.966654	1147993	11879	0.58400357	1147993	12695	0.58413076	1147993	2362	0.14055051	1147993	4355	0.3177162	1147993	10735	0.60334516	1147993	5175	0.33276424	1147993
nhnw_bin.206	13839	0.4889482	1984067	33247	0.80066246	1984067	28614	0.663847	1984067	125559	0.9872489	1984067	10335	0.37240577	1984067	4170	0.16058934	1984067	69705	0.9549647	1984067	17024	0.5681471	1984067	218220	0.9948429	1984067	35128	0.6128362	1984067	11069	0.40381145	1984067	86039	0.9607982	1984067	47883	0.8548623	1984067	68551	0.94054335	1984067	2589	0.10826903	1984067	76176	0.9585543	1984067	106683	0.98245525	1984067	2457	0.10104044	1984067	11782	0.3301335	1984067	14896	0.5204537	1984067	8018	0.26078606	1984067	31749	0.7941713	1984067	104285	0.9827188	1984067	10581	0.37273842	1984067	118280	0.98275965	1984067	1490	0.053971462	1984067	17821	0.50475717	1984067	7492	0.2773354	1984067	29746	0.6652023	1984067	39379	0.792883	1984067	47442	0.88730973	1984067	742	0.021890894	1984067	103937	0.96158797	1984067	39060	0.76479423	1984067	453195	0.99836046	1984067	34988	0.74983555	1984067	4158	0.14249165	1984067	18161	0.487727	1984067	23899	0.6809453	1984067	19538	0.60881513	1984067	32067	0.76230085	1984067
nhnw_bin.207	417	0.023335552	1313618	374	0.017410694	1313618	147945	0.9563184	1313618	1681	0.03890857	1313618	249506	0.9619448	1313618	37991	0.89658713	1313618	396802	0.9685449	1313618	585	0.027262112	1313618	385969	0.9724935	1313618	1288215	0.96614236	1313618	270067	0.9711659	1313618	559363	0.9719896	1313618	1513	0.036687985	1313618	13654	0.58414775	1313618	127764	0.9760859	1313618	6101	0.061858926	1313618	51903	0.92644054	1313618	408	0.02195996	1313618	267686	0.96342695	1313618	18582	0.72155607	1313618	82062	0.94699067	1313618	408	0.009629131	1313618	1709	0.04183408	1313618	1942	0.039771836	1313618	229678	0.96686935	1313618	168553	0.95401025	1313618	2830	0.054259304	1313618	170622	0.95754015	1313618	769478	0.9727402	1313618	633	0.021885358	1313618	324354	0.963548	1313618	80	0.005176543	1313618	3407	0.06771832	1313618	3661	0.051039193	1313618	1534171	0.984449	1313618	30418	0.8141149	1313618	695	0.0225408	1313618	267278	0.95924157	1313618	45443	0.9327339	1313618	153325	0.96622306	1313618	137359	0.9645392	1313618
