genome,completeness,contamination,location,length,N50,centrality
EHA05391_bin.214.fa.gz,97.11,0.78,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05391_bin.214.fa.gz,1719297.0,17614.0,0.0
EHA05391_bin.516.fa.gz,89.55,0.5,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05391_bin.516.fa.gz,1098341.0,3852.0,0.0
EHA05391_bin.622.fa.gz,75.99,0.16,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05391_bin.622.fa.gz,1492113.0,11158.0,0.0
EHA05391_bin.307.fa.gz,94.62,0.33,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05391_bin.307.fa.gz,1673958.0,4304.0,0.0
EHA05391_bin.410.fa.gz,98.45,1.61,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05391_bin.410.fa.gz,2652002.0,12125.0,0.0
EHA05391_bin.530.fa.gz,90.01,0.37,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05391_bin.530.fa.gz,1799275.0,5726.0,0.9901620000000001
EHA05391_bin.216.fa.gz,82.63,3.95,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05391_bin.216.fa.gz,1769061.0,111707.0,0.0
EHA05391_bin.116.fa.gz,98.55,0.21,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05391_bin.116.fa.gz,1028214.0,14176.0,0.0
EHA05391_bin.293.fa.gz,95.94,0.83,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05391_bin.293.fa.gz,2569960.0,15176.0,0.0
EHA05391_bin.674.fa.gz,69.93,2.31,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05391_bin.674.fa.gz,,,0.0
EHA05391_bin.559.fa.gz,94.92,2.2,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05391_bin.559.fa.gz,2343484.0,54422.0,0.0
EHA05391_bin.397.fa.gz,96.84,0.59,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05391_bin.397.fa.gz,2826859.0,56108.0,0.0
EHA05391_bin.594.fa.gz,77.75,3.26,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05391_bin.594.fa.gz,631083.0,2968.0,0.0
EHA05391_bin.44.fa.gz,81.94,5.55,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05391_bin.44.fa.gz,3691188.0,3322.0,0.0
EHA05391_bin.534.fa.gz,85.92,1.17,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05391_bin.534.fa.gz,1163784.0,8945.0,0.0
EHA05391_bin.168.fa.gz,85.93,1.42,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05391_bin.168.fa.gz,1619689.0,8716.0,0.0
EHA05391_bin.517.fa.gz,89.75,3.11,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05391_bin.517.fa.gz,1344138.0,12980.0,0.0
EHA05391_bin.15.fa.gz,78.61,1.97,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05391_bin.15.fa.gz,2638627.0,6736.0,0.984947
EHA05391_bin.424.fa.gz,93.42,0.12,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05391_bin.424.fa.gz,1705245.0,4915.0,0.0
EHA05391_bin.472.fa.gz,92.34,1.73,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05391_bin.472.fa.gz,2765204.0,25233.0,0.0
EHA05391_bin.464.fa.gz,92.36,0.64,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05391_bin.464.fa.gz,2344627.0,15700.0,0.0
EHA05391_bin.292.fa.gz,88.39,1.75,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05391_bin.292.fa.gz,1981041.0,32342.0,0.0
EHA05391_bin.296.fa.gz,86.91,1.55,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05391_bin.296.fa.gz,2291122.0,27024.0,0.0
EHA05391_bin.449.fa.gz,86.98,0.21,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05391_bin.449.fa.gz,981176.0,23364.0,0.0
EHA05391_bin.367.fa.gz,87.23,0.74,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05391_bin.367.fa.gz,2000544.0,37808.0,0.0
EHA05391_bin.96.fa.gz,82.93,0.35,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05391_bin.96.fa.gz,1030602.0,4736.0,0.0
EHA05391_bin.200.fa.gz,73.85,0.76,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05391_bin.200.fa.gz,1122381.0,3788.0,0.0
EHA05391_bin.204.fa.gz,97.12,0.04,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05391_bin.204.fa.gz,2288365.0,80390.0,0.0
EHA05391_bin.90.fa.gz,96.52,0.62,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05391_bin.90.fa.gz,3507432.0,31646.0,0.0
EHA05391_bin.183.fa.gz,79.3,0.21,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05391_bin.183.fa.gz,864936.0,7843.0,0.0
EHA05391_bin.333.fa.gz,94.33,0.2,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05391_bin.333.fa.gz,1894754.0,89556.0,0.0
EHA05391_bin.132.fa.gz,94.72,1.04,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05391_bin.132.fa.gz,1846043.0,53243.0,0.0
EHA05391_bin.663.fa.gz,67.52,3.44,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05391_bin.663.fa.gz,,,0.0
EHA05391_bin.249.fa.gz,98.5,0.04,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05391_bin.249.fa.gz,1880336.0,3555.0,0.0
EHA05391_bin.391.fa.gz,89.06,2.28,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05391_bin.391.fa.gz,1992832.0,59353.0,0.0
EHA05391_bin.201.fa.gz,58.13,9.01,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05391_bin.201.fa.gz,,,0.0
EHA05391_bin.298.fa.gz,89.19,1.02,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05391_bin.298.fa.gz,1961687.0,38045.0,0.0
EHA05391_bin.564.fa.gz,99.31,6.98,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05391_bin.564.fa.gz,1013713.0,64200.0,0.0
EHA05391_bin.437.fa.gz,88.47,0.01,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05391_bin.437.fa.gz,2488873.0,6987.0,0.9821190000000001
EHA05391_bin.358.fa.gz,95.89,0.19,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05391_bin.358.fa.gz,2303765.0,11050.0,0.0
EHA05391_bin.551.fa.gz,81.66,2.35,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05391_bin.551.fa.gz,1063978.0,6930.0,0.0
EHA05391_bin.522.fa.gz,79.03,7.3,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05391_bin.522.fa.gz,1408888.0,23513.0,0.0
EHA05391_bin.149.fa.gz,85.46,0.94,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05391_bin.149.fa.gz,2084929.0,7326.0,0.0
EHA05391_bin.509.fa.gz,88.06,0.83,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05391_bin.509.fa.gz,1441846.0,9881.0,0.0
EHA05391_bin.647.fa.gz,87.33,1.59,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05391_bin.647.fa.gz,1674147.0,13038.0,0.0
EHA05391_bin.376.fa.gz,95.45,2.25,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05391_bin.376.fa.gz,979103.0,14067.0,0.0
EHA05391_bin.352.fa.gz,88.15,5.64,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05391_bin.352.fa.gz,1301461.0,16005.0,0.0
EHA05391_bin.665.fa.gz,55.11,1.83,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05391_bin.665.fa.gz,,,0.0
EHA05391_bin.346.fa.gz,70.11,0.59,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05391_bin.346.fa.gz,884823.0,76162.0,0.0
EHA05391_bin.612.fa.gz,52.66,0.13,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05391_bin.612.fa.gz,,,0.0
EHA05391_bin.151.fa.gz,87.53,5.19,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05391_bin.151.fa.gz,1879021.0,16731.0,0.0
EHA05391_bin.321.fa.gz,67.29,5.19,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05391_bin.321.fa.gz,,,0.0
EHA05391_bin.563.fa.gz,66.06,2.68,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05391_bin.563.fa.gz,,,0.0
EHA05391_bin.549.fa.gz,81.28,8.23,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05391_bin.549.fa.gz,2148716.0,4628.0,0.0
EHA05391_bin.448.fa.gz,77.3,0.75,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05391_bin.448.fa.gz,2572973.0,49008.0,0.0
EHA05391_bin.36.fa.gz,85.03,6.88,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05391_bin.36.fa.gz,1553547.0,29686.0,0.0
EHA05391_bin.575.fa.gz,95.03,0.53,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05391_bin.575.fa.gz,1455859.0,4649.0,0.0
EHA05391_bin.611.fa.gz,63.98,1.65,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05391_bin.611.fa.gz,,,0.0
EHA05391_bin.340.fa.gz,94.31,1.29,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05391_bin.340.fa.gz,1515196.0,53575.0,0.0
EHA05391_bin.610.fa.gz,50.53,0.54,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05391_bin.610.fa.gz,,,0.0
EHA05391_bin.35.fa.gz,88.98,0.53,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05391_bin.35.fa.gz,1860448.0,5098.0,0.0
EHA05391_bin.49.fa.gz,96.72,0.0,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05391_bin.49.fa.gz,1569545.0,3389.0,0.0
EHA05391_bin.355.fa.gz,84.31,1.81,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05391_bin.355.fa.gz,1653748.0,8800.0,0.0
EHA05391_bin.457.fa.gz,52.52,4.56,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05391_bin.457.fa.gz,,,0.0
EHA05391_bin.452.fa.gz,92.97,0.42,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05391_bin.452.fa.gz,564968.0,21862.0,0.0
EHA05391_bin.669.fa.gz,62.66,2.97,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05391_bin.669.fa.gz,,,0.0
EHA05391_bin.9.fa.gz,74.44,2.55,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05391_bin.9.fa.gz,2679727.0,3365.0,0.0
EHA05391_bin.555.fa.gz,81.8,2.52,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05391_bin.555.fa.gz,1638401.0,4003.0,0.0
EHA05391_bin.520.fa.gz,84.28,4.47,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05391_bin.520.fa.gz,1027851.0,104547.0,0.0
EHA05391_bin.275.fa.gz,87.46,4.61,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05391_bin.275.fa.gz,1265131.0,10255.0,0.0
EHA05391_bin.251.fa.gz,63.03,5.34,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05391_bin.251.fa.gz,,,0.0
EHA05391_bin.70.fa.gz,55.8,3.28,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05391_bin.70.fa.gz,,,0.0
EHA05391_bin.487.fa.gz,95.67,0.99,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05391_bin.487.fa.gz,1707381.0,44784.0,0.0
EHA05391_bin.176.fa.gz,94.9,0.87,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05391_bin.176.fa.gz,1807413.0,7143.0,0.0
EHA05391_bin.134.fa.gz,88.4,2.96,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05391_bin.134.fa.gz,1971552.0,7564.0,0.0
EHA05391_bin.212.fa.gz,96.89,0.02,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05391_bin.212.fa.gz,1758938.0,3702.0,0.0
EHA05391_bin.313.fa.gz,79.5,1.93,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05391_bin.313.fa.gz,2030135.0,24442.0,0.0
EHA05391_bin.404.fa.gz,86.87,4.85,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05391_bin.404.fa.gz,2178329.0,17484.0,0.986434
EHA05391_bin.74.fa.gz,56.81,5.84,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05391_bin.74.fa.gz,,,0.0
EHA05391_bin.14.fa.gz,88.78,0.32,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05391_bin.14.fa.gz,1721884.0,41890.0,0.0
EHA05391_bin.164.fa.gz,81.02,0.06,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05391_bin.164.fa.gz,1981914.0,68618.0,0.0
EHA05391_bin.453.fa.gz,67.13,1.87,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05391_bin.453.fa.gz,,,0.0
EHA05391_bin.121.fa.gz,99.09,3.51,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05391_bin.121.fa.gz,1458122.0,89552.0,0.0
EHA05391_bin.511.fa.gz,62.09,0.73,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05391_bin.511.fa.gz,,,0.0
EHA05391_bin.315.fa.gz,68.09,0.99,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05391_bin.315.fa.gz,,,0.0
EHA05391_bin.186.fa.gz,94.25,4.74,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05391_bin.186.fa.gz,1391316.0,7891.0,0.0
EHA05391_bin.666.fa.gz,72.8,0.33,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05391_bin.666.fa.gz,532136.0,3361.0,0.0
EHA05391_bin.590.fa.gz,89.7,0.19,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05391_bin.590.fa.gz,4900920.0,7883.0,0.0
EHA05391_bin.561.fa.gz,75.31,4.03,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05391_bin.561.fa.gz,1436741.0,10000.0,0.0
EHA05391_bin.34.fa.gz,90.0,2.4,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05391_bin.34.fa.gz,2010984.0,190713.0,0.0
EHA05391_bin.258.fa.gz,95.79,1.27,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05391_bin.258.fa.gz,1173807.0,36253.0,0.0
EHA05391_bin.135.fa.gz,85.09,5.24,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05391_bin.135.fa.gz,1766701.0,16755.0,0.0
EHA05391_bin.370.fa.gz,91.64,1.42,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05391_bin.370.fa.gz,1690724.0,7886.0,0.0
EHA05391_bin.613.fa.gz,55.08,5.6,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05391_bin.613.fa.gz,,,0.0
EHA05391_bin.143.fa.gz,99.81,0.58,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05391_bin.143.fa.gz,1287501.0,7250.0,0.0
EHA05391_bin.337.fa.gz,92.98,0.08,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05391_bin.337.fa.gz,1261289.0,27004.0,0.0
EHA05391_bin.458.fa.gz,64.85,3.06,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05391_bin.458.fa.gz,,,0.0
EHA05391_bin.17.fa.gz,93.1,3.67,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05391_bin.17.fa.gz,1623757.0,212057.0,0.0
EHA05391_bin.660.fa.gz,57.61,2.25,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05391_bin.660.fa.gz,,,0.0
EHA05391_bin.42.fa.gz,65.83,0.17,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05391_bin.42.fa.gz,,,0.0
EHA05391_bin.362.fa.gz,84.76,7.93,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05391_bin.362.fa.gz,1055527.0,14281.0,0.0
EHA05391_bin.344.fa.gz,99.57,0.13,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05391_bin.344.fa.gz,1195845.0,5881.0,0.0
EHA05391_bin.640.fa.gz,76.57,1.8,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05391_bin.640.fa.gz,1302497.0,4277.0,0.0
EHA05391_bin.634.fa.gz,51.13,3.25,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05391_bin.634.fa.gz,,,0.0
EHA05391_bin.662.fa.gz,57.63,3.12,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05391_bin.662.fa.gz,,,0.0
EHA05391_bin.400.fa.gz,86.31,0.24,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05391_bin.400.fa.gz,1988874.0,5591.0,0.0
EHA05391_bin.343.fa.gz,96.96,0.16,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05391_bin.343.fa.gz,1089220.0,9084.0,0.0
EHA05391_bin.644.fa.gz,81.81,5.43,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05391_bin.644.fa.gz,1007107.0,8048.0,0.0
EHA05391_bin.304.fa.gz,97.69,8.57,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05391_bin.304.fa.gz,2398518.0,18210.0,0.0
EHA05391_bin.661.fa.gz,68.61,2.19,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05391_bin.661.fa.gz,,,0.0
EHA05391_bin.6.fa.gz,59.16,0.92,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05391_bin.6.fa.gz,,,0.0
EHA05391_bin.102.fa.gz,83.35,1.72,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05391_bin.102.fa.gz,2423258.0,42257.0,0.0
EHA05391_bin.390.fa.gz,79.24,6.95,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05391_bin.390.fa.gz,1772658.0,23750.0,0.0
EHA05391_bin.288.fa.gz,73.41,0.05,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05391_bin.288.fa.gz,1644901.0,3026.0,0.0
EHA05391_bin.591.fa.gz,93.38,4.84,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05391_bin.591.fa.gz,1175631.0,182195.0,0.0
EHA05391_bin.332.fa.gz,83.53,6.8,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05391_bin.332.fa.gz,1689694.0,62369.0,0.0
EHA05391_bin.163.fa.gz,96.75,3.42,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05391_bin.163.fa.gz,1910575.0,30171.0,0.0
EHA05391_bin.137.fa.gz,83.02,3.04,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05391_bin.137.fa.gz,1916129.0,12284.0,0.0
EHA05391_bin.347.fa.gz,94.17,1.69,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05391_bin.347.fa.gz,3001512.0,35496.0,0.0
EHA05391_bin.350.fa.gz,96.63,1.33,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05391_bin.350.fa.gz,1754558.0,43127.0,0.0
EHA05391_bin.498.fa.gz,97.03,2.02,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05391_bin.498.fa.gz,2263467.0,27524.0,0.0
EHA05391_bin.278.fa.gz,85.76,2.8,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05391_bin.278.fa.gz,951419.0,21681.0,0.0
EHA05391_bin.447.fa.gz,98.33,0.21,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05391_bin.447.fa.gz,1405093.0,17563.0,0.0
EHA05391_bin.631.fa.gz,57.24,1.73,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05391_bin.631.fa.gz,,,0.0
EHA05391_bin.141.fa.gz,94.77,1.22,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05391_bin.141.fa.gz,1800903.0,80138.0,0.0
EHA05391_bin.82.fa.gz,94.47,2.29,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05391_bin.82.fa.gz,1394704.0,5112.0,0.0
EHA05391_bin.445.fa.gz,90.94,2.15,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05391_bin.445.fa.gz,1721140.0,80387.0,0.0
EHA05391_bin.436.fa.gz,87.64,0.94,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05391_bin.436.fa.gz,1834591.0,30357.0,0.0
EHA05391_bin.475.fa.gz,83.88,0.56,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05391_bin.475.fa.gz,1903464.0,64979.0,0.0
EHA05391_bin.335.fa.gz,76.72,1.29,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05391_bin.335.fa.gz,3594834.0,44790.0,0.0
EHA05391_bin.71.fa.gz,57.75,7.06,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05391_bin.71.fa.gz,,,0.0
EHA05391_bin.193.fa.gz,94.78,5.02,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05391_bin.193.fa.gz,1614013.0,4354.0,0.0
EHA05391_bin.33.fa.gz,89.9,3.13,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05391_bin.33.fa.gz,2739068.0,25393.0,0.985591
EHA05391_bin.232.fa.gz,95.5,0.18,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05391_bin.232.fa.gz,1592908.0,10560.0,0.983433
EHA05391_bin.637.fa.gz,64.33,2.59,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05391_bin.637.fa.gz,,,0.0
EHA05391_bin.504.fa.gz,77.0,0.9,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05391_bin.504.fa.gz,2117488.0,12986.0,0.0
EHA05391_bin.215.fa.gz,70.95,5.76,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05391_bin.215.fa.gz,1951791.0,21487.0,0.0
EHA05391_bin.282.fa.gz,74.2,1.76,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05391_bin.282.fa.gz,2567311.0,59142.0,0.0
EHA05391_bin.691.fa.gz,57.93,7.43,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05391_bin.691.fa.gz,,,0.0
EHA05391_bin.408.fa.gz,96.46,1.95,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05391_bin.408.fa.gz,1937564.0,10447.0,0.0
EHA05391_bin.552.fa.gz,89.62,4.74,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05391_bin.552.fa.gz,861245.0,8028.0,0.0
EHA05391_bin.403.fa.gz,94.02,2.25,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05391_bin.403.fa.gz,1858174.0,11083.0,0.0
EHA05391_bin.354.fa.gz,54.92,0.36,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05391_bin.354.fa.gz,,,0.0
EHA05391_bin.110.fa.gz,78.6,1.24,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05391_bin.110.fa.gz,1849555.0,6518.0,0.0
EHA05391_bin.646.fa.gz,82.39,2.92,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05391_bin.646.fa.gz,835667.0,2364.0,0.0
EHA05391_bin.269.fa.gz,90.8,2.63,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05391_bin.269.fa.gz,2106092.0,6769.0,0.0
EHA05391_bin.544.fa.gz,65.5,0.05,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05391_bin.544.fa.gz,,,0.0
EHA05391_bin.235.fa.gz,82.19,1.99,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05391_bin.235.fa.gz,1157240.0,3635.0,0.0
EHA05391_bin.153.fa.gz,90.1,6.5,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05391_bin.153.fa.gz,1598707.0,5928.0,0.0
EHA05391_bin.450.fa.gz,93.57,0.12,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05391_bin.450.fa.gz,970602.0,82799.0,0.0
EHA05391_bin.407.fa.gz,90.52,0.47,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05391_bin.407.fa.gz,2099255.0,95662.0,0.0
EHA05391_bin.356.fa.gz,97.72,1.0,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05391_bin.356.fa.gz,2237901.0,12572.0,0.0
EHA05391_bin.638.fa.gz,64.47,1.12,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05391_bin.638.fa.gz,,,0.0
EHA05391_bin.198.fa.gz,82.37,1.54,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05391_bin.198.fa.gz,1639482.0,10466.0,0.0
EHA05391_bin.67.fa.gz,54.02,2.04,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05391_bin.67.fa.gz,,,0.0
EHA05391_bin.528.fa.gz,86.15,2.25,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05391_bin.528.fa.gz,1345062.0,5682.0,0.9956465
EHA05391_bin.484.fa.gz,84.57,5.69,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05391_bin.484.fa.gz,2070204.0,57488.0,0.0
EHA05391_bin.412.fa.gz,80.86,2.39,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05391_bin.412.fa.gz,2011076.0,99388.0,0.0
EHA05391_bin.596.fa.gz,79.1,4.96,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05391_bin.596.fa.gz,1433803.0,4941.0,0.0
EHA05391_bin.308.fa.gz,83.1,3.69,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05391_bin.308.fa.gz,2191255.0,21882.0,0.0
EHA05391_bin.26.fa.gz,93.18,0.0,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05391_bin.26.fa.gz,3801794.0,39807.0,0.0
EHA05391_bin.247.fa.gz,83.78,3.51,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05391_bin.247.fa.gz,1993218.0,27975.0,0.0
